num_stroke,start_point_x,start_point_y,end_point_y,num_brush,num_physical_stroke,end_point_x,theta_deg,g,theta_rad,b,r,Unnamed: 0,Unnamed: 0.1
263.0,468.595446707178,382.1968977480256,414.8243126891407,3.0,791.0,490.37436384651033,146.2767469882965,31.0,2.553010854052473,92.0,117.0,790.0,790.0
263.0,458.2992386883045,389.06965373243554,421.6970686735506,3.0,792.0,480.07815582763686,146.2767469882965,31.0,2.553010854052473,92.0,117.0,791.0,791.0
263.0,456.58320401849227,390.21511306317046,422.84252800428567,3.0,793.0,478.3621211578246,146.2767469882965,31.0,2.553010854052473,92.0,117.0,792.0,792.0
271.0,80.00573513531397,206.590031430112,215.53939914798863,3.0,812.0,114.83369242086576,104.41090822219849,10.0,1.822314123474983,54.0,72.0,811.0,811.0
271.0,78.4533509765268,212.63139333157983,221.58076104945653,3.0,813.0,113.2813082620786,104.41090822219849,10.0,1.822314123474983,54.0,72.0,812.0,812.0
274.0,237.3217854940544,256.25157643205523,253.15464600607737,3.0,818.0,290.353262650914,86.65783882141113,0.0,1.5124646100961867,27.0,32.0,817.0,817.0
274.0,238.03969110274213,268.5449087486469,265.4479783226691,3.0,819.0,291.07116825960185,86.65783882141113,0.0,1.5124646100961867,27.0,32.0,818.0,818.0
274.0,238.45846937447675,275.7160192666587,272.61908884068094,3.0,820.0,291.4899465313364,86.65783882141113,0.0,1.5124646100961867,27.0,32.0,819.0,819.0
283.0,361.8471699418852,78.09556547476616,53.47476370718665,3.0,846.0,398.4729498265447,56.08997941017151,35.0,0.97895481808332,127.0,124.0,845.0,845.0
283.0,366.4406505643858,84.92880396035008,60.308002192770566,3.0,847.0,403.06643044904536,56.08997941017151,35.0,0.97895481808332,127.0,124.0,846.0,846.0
260.0,547.0212833707945,16.62685085501965,25.42338756090145,3.0,785.0,555.5595010119707,135.85374712944028,193.0,2.3710951885805285,213.0,244.0,784.0,784.0
260.0,544.0799802912043,19.481779639141333,28.27831634502314,3.0,786.0,552.6181979323803,135.85374712944028,193.0,2.3710951885805285,213.0,244.0,785.0,785.0
267.0,410.1921483498315,-7.182873338645768,26.173882833081173,3.0,802.0,430.8366695407327,148.24660420417788,179.0,2.587391348263772,246.0,250.0,801.0,801.0
267.0,399.7210599237277,-0.7023089278975121,32.65444724382943,3.0,803.0,420.3655811146289,148.24660420417788,179.0,2.587391348263772,246.0,250.0,802.0,802.0
267.0,393.6129250085005,3.0780203117056373,36.43477648343258,3.0,804.0,414.2574461994016,148.24660420417788,179.0,2.587391348263772,246.0,250.0,803.0,803.0
276.0,551.6589987301078,82.64185404750489,69.8209151207572,3.0,824.0,572.5574292707172,58.47137868404389,185.0,1.020518076216995,228.0,204.0,823.0,823.0
276.0,558.0195200672281,93.00965270291825,80.18871377617054,3.0,825.0,578.9179506078375,58.47137868404389,185.0,1.020518076216995,228.0,204.0,824.0,824.0
276.0,564.3800414043484,103.37745135833158,90.55651243158393,3.0,826.0,585.2784719449577,58.47137868404389,185.0,1.020518076216995,228.0,204.0,825.0,825.0
276.0,566.5002151833885,106.83338424346935,94.01244531672168,3.0,827.0,587.3986457239977,58.47137868404389,185.0,1.020518076216995,228.0,204.0,826.0,826.0
262.0,128.31253569036272,96.1602130529224,58.16374635928112,3.0,789.0,145.44460633954466,24.269941449165344,0.0,0.4235903875541792,27.0,56.0,788.0,788.0
262.0,137.67826653963107,100.38308892937172,62.38662223573046,3.0,790.0,154.810337188813,24.269941449165344,0.0,0.4235903875541792,27.0,56.0,789.0,789.0
268.0,509.5576810463386,272.73975634966047,243.9811590960932,3.0,805.0,518.901915878894,18.000000268220898,4.0,0.3141592700403172,58.0,102.0,804.0,804.0
268.0,521.0733857310801,276.48143567733484,247.72283842376743,3.0,806.0,530.4176205636355,18.000000268220898,4.0,0.3141592700403172,58.0,102.0,805.0,805.0
268.0,530.669806301698,279.59950178373,250.8409045301627,3.0,807.0,540.0140411342535,18.000000268220898,4.0,0.3141592700403172,58.0,102.0,806.0,806.0
275.0,200.3298228340724,159.13217800101262,128.81906197698223,3.0,821.0,210.17915144136052,18.000000268220898,2.0,0.3141592700403172,39.0,62.0,820.0,820.0
275.0,212.1126629879897,162.96065490556708,132.64753888153672,3.0,822.0,221.96199159527785,18.000000268220898,2.0,0.3141592700403172,39.0,62.0,821.0,821.0
275.0,217.02217971878864,164.55585361579813,134.24273759176774,3.0,823.0,226.8715083260768,18.000000268220898,2.0,0.3141592700403172,39.0,62.0,822.0,822.0
285.0,340.2965816622161,363.165214071046,352.1132294735431,3.0,850.0,359.3953131493085,59.94304776191712,12.0,1.0462035471256717,30.0,64.0,849.0,849.0
285.0,342.3272985910585,366.67445867848215,355.62247408097915,3.0,851.0,361.42603007815086,59.94304776191712,12.0,1.0462035471256717,30.0,64.0,850.0,850.0
299.0,363.4887938713159,5.799712086930742,29.19214370028029,3.0,885.0,403.7732883877131,120.14291167259216,5.0,2.096889381619461,43.0,80.0,884.0,884.0
299.0,361.4528143973443,9.305906112005854,32.698337725355394,3.0,886.0,401.7373089137416,120.14291167259216,5.0,2.096889381619461,43.0,80.0,885.0,885.0
279.0,522.2548818670062,448.56018482479095,493.6412281396569,3.0,832.0,536.9026044998492,161.9999957084656,12.0,2.8274333133294083,14.0,69.0,831.0,831.0
279.0,510.6538759307687,452.32958111025664,497.4106244251225,3.0,833.0,525.3015985636117,161.9999957084656,12.0,2.8274333133294083,14.0,69.0,832.0,832.0
279.0,499.0528699945312,456.0989773957223,501.18002071058817,3.0,834.0,513.7005926273741,161.9999957084656,12.0,2.8274333133294083,14.0,69.0,833.0,833.0
279.0,493.25236702641234,457.9836755384552,503.0647188533209,3.0,835.0,507.90008965925534,161.9999957084656,12.0,2.8274333133294083,14.0,69.0,834.0,834.0
295.0,436.413306301915,479.2407151751436,464.829058468202,3.0,873.0,525.1490958469104,80.77508926391602,7.0,1.4097912612476573,18.0,116.0,872.0,872.0
295.0,437.5553609402797,486.2726006897357,471.8609439827942,3.0,874.0,526.2911504852751,80.77508926391602,7.0,1.4097912612476573,18.0,116.0,873.0,873.0
298.0,153.09880586511153,-1.5595010732161023,-6.134229054982272,3.0,880.0,167.9375431963241,72.86566257476807,21.0,1.2717457235769116,55.0,130.0,879.0,879.0
298.0,156.69916939148075,10.118755836836357,5.544027855070183,3.0,881.0,171.53790672269332,72.86566257476807,21.0,1.2717457235769116,55.0,130.0,880.0,880.0
298.0,160.29953291784997,21.79701274688881,17.222284765122634,3.0,882.0,175.13827024906254,72.86566257476807,21.0,1.2717457235769116,55.0,130.0,881.0,881.0
298.0,163.8998964442192,33.475269656941265,28.90054167517509,3.0,883.0,178.73863377543174,72.86566257476807,21.0,1.2717457235769116,55.0,130.0,882.0,882.0
298.0,164.1999267380833,34.44845773277898,29.873729751012807,3.0,884.0,179.0386640692959,72.86566257476807,21.0,1.2717457235769116,55.0,130.0,883.0,883.0
290.0,189.63912086328585,277.3240646659745,259.43895256090235,3.0,864.0,242.2561165330141,71.22652173042296,0.0,1.24313731893917,22.0,6.0,863.0,863.0
300.0,481.6239757159783,279.8865704592447,315.7713899807589,3.0,888.0,499.3985822485604,153.64968895912168,35.0,2.681692967001853,75.0,156.0,887.0,887.0
301.0,391.1616896816776,289.9815705378469,317.185648400266,3.0,889.0,400.0008326497725,161.9999957084656,32.0,2.8274333133294083,66.0,128.0,888.0,888.0
301.0,382.51743363503306,292.790260302504,319.99433816492297,3.0,890.0,391.356576603128,161.9999957084656,32.0,2.8274333133294083,66.0,128.0,889.0,889.0
