,Unnamed: 0,num_physical_stroke,num_stroke,num_brush,start_point_x,start_point_y,end_point_x,end_point_y,theta_deg,theta_rad,r,g,b
894,894,895.0,304.0,4.0,12.809839997750304,312.8149206415906,17.262459391321475,300.52021960448815,19.908239096403122,0.3474643205064953,21.0,37.0,36.0
895,895,896.0,305.0,4.0,39.80163198021598,408.08428266255385,68.08153203132609,426.05669105318776,122.43672609329224,2.136923995690404,232.0,108.0,126.0
896,896,897.0,305.0,4.0,38.68641161138419,409.8391014870561,66.96631166249429,427.81150987768996,122.43672609329224,2.136923995690404,232.0,108.0,126.0
897,897,898.0,306.0,4.0,218.3164051013614,308.65448319838384,279.8769213598019,292.1051645901457,74.95292007923126,1.3081752393667545,146.0,39.0,95.0
898,898,899.0,306.0,4.0,220.9301187870333,318.37703236494724,282.4906350454738,301.82771375670904,74.95292007923126,1.3081752393667545,146.0,39.0,95.0
899,899,900.0,306.0,4.0,223.5438324727053,328.09958153151064,285.10434873114576,311.5502629232724,74.95292007923126,1.3081752393667545,146.0,39.0,95.0
900,900,901.0,306.0,4.0,226.15754615837727,337.82213069807386,287.71806241681776,321.2728120898357,74.95292007923126,1.3081752393667545,146.0,39.0,95.0
901,901,902.0,306.0,4.0,228.77125984404918,347.5446798646372,290.3317761024897,330.995361256399,74.95292007923126,1.3081752393667545,146.0,39.0,95.0
902,902,903.0,306.0,4.0,230.60085942401957,354.35046428123155,292.16137568246006,337.8011456729934,74.95292007923126,1.3081752393667545,146.0,39.0,95.0
903,903,904.0,307.0,4.0,255.49640978808074,157.093583355026,276.52229700599685,154.0242781731044,81.6947704553604,1.4258427261070263,70.0,13.0,39.0
904,904,905.0,307.0,4.0,256.9539146860569,167.07803644392402,277.979801903973,164.0087312620024,81.6947704553604,1.4258427261070263,70.0,13.0,39.0
905,905,906.0,307.0,4.0,258.41141958403307,177.06248953282196,279.43730680194926,173.99318435090038,81.6947704553604,1.4258427261070263,70.0,13.0,39.0
906,906,907.0,307.0,4.0,258.9944215432236,181.05627076838118,280.02030876113975,177.98696558645958,81.6947704553604,1.4258427261070263,70.0,13.0,39.0
907,907,908.0,308.0,4.0,555.0213721217772,46.71472199502271,584.264694275122,64.68761888236021,121.5748143196106,2.1218807973779548,212.0,170.0,241.0
908,908,909.0,308.0,4.0,549.6252213115454,55.494685376597396,578.8685434648902,73.46758226393491,121.5748143196106,2.1218807973779548,212.0,170.0,241.0
909,909,910.0,308.0,4.0,548.0063760684758,58.12867439106982,577.2496982218206,76.10157127840732,121.5748143196106,2.1218807973779548,212.0,170.0,241.0
910,910,911.0,309.0,4.0,355.0480540583257,382.3601517752696,361.1923523456416,391.02760471466087,144.66743230819705,2.524923014184058,227.0,115.0,217.0
911,911,912.0,309.0,4.0,346.56687142449636,388.372404313108,352.7111697118122,397.0398572524993,144.66743230819705,2.524923014184058,227.0,115.0,217.0
912,912,913.0,309.0,4.0,343.17439837096464,390.7773053282434,349.31869665828043,399.44475826763465,144.66743230819705,2.524923014184058,227.0,115.0,217.0
913,913,914.0,310.0,4.0,12.955525636571254,-18.5799573591966,34.624346183923485,43.97108889681813,160.89298367500302,2.8081123084862893,14.0,17.0,7.0
914,914,915.0,310.0,4.0,3.3286821629450363,-15.245043618286994,24.99750271029727,47.30600263772773,160.89298367500302,2.8081123084862893,14.0,17.0,7.0
915,915,916.0,310.0,4.0,-6.298161310681183,-11.910129877377393,15.370659236671047,50.64091637863732,160.89298367500302,2.8081123084862893,14.0,17.0,7.0
916,916,917.0,311.0,4.0,558.1326362557505,409.7176477198148,570.2548868493359,372.40919722870046,18.000000268220898,0.3141592700403172,81.0,23.0,68.0
917,917,918.0,311.0,4.0,566.0424132109265,412.28769008629814,578.164663804512,374.9792395951838,18.000000268220898,0.3141592700403172,81.0,23.0,68.0
918,918,919.0,312.0,4.0,312.86806683686814,135.15214261902972,348.0577029713458,154.26617982216453,118.50958585739136,2.0683824683863863,197.0,69.0,145.0
919,919,920.0,312.0,4.0,308.07857143342085,143.96977746633561,343.26820756789846,163.08381466947046,118.50958585739136,2.0683824683863863,197.0,69.0,145.0
920,920,921.0,312.0,4.0,306.6417228123866,146.6150679205274,341.8313589468643,165.72910512366224,118.50958585739136,2.0683824683863863,197.0,69.0,145.0
921,921,922.0,313.0,4.0,274.305616965297,485.1827612554535,282.13457047365426,461.08772031327555,18.000000268220898,0.3141592700403172,211.0,18.0,106.0
922,922,923.0,313.0,4.0,283.9731221327344,488.323924147822,291.8020756410916,464.228883205644,18.000000268220898,0.3141592700403172,211.0,18.0,106.0
923,923,924.0,313.0,4.0,290.7403757499405,490.52273817248,298.56932925829767,466.427697230302,18.000000268220898,0.3141592700403172,211.0,18.0,106.0
924,924,925.0,314.0,4.0,257.2317332846258,-13.316404554760847,270.820238828023,-2.833001225266336,127.64984607696532,2.2279101037070115,207.0,127.0,195.0
925,925,926.0,314.0,4.0,251.03312459005025,-5.281816362335388,264.6216301334474,5.2015869671591215,127.64984607696532,2.2279101037070115,207.0,127.0,195.0
926,926,927.0,314.0,4.0,244.83451589547462,2.7527718300900688,258.4230214388718,13.23617515958458,127.64984607696532,2.2279101037070115,207.0,127.0,195.0
927,927,928.0,314.0,4.0,238.63590720089906,10.787360022515518,252.22441274429627,21.270763352010032,127.64984607696532,2.2279101037070115,207.0,127.0,195.0
928,928,929.0,314.0,4.0,232.43729850632343,18.821948214940978,246.02580404972062,29.305351544435485,127.64984607696532,2.2279101037070115,207.0,127.0,195.0
