num_brush,end_point_y,b,r,end_point_x,theta_rad,num_physical_stroke,start_point_y,num_stroke,start_point_x,theta_deg,g,Unnamed: 0,Unnamed: 0.1
1.0,101.434820123841,217.0,216.0,596.9659461541477,2.5594782159240546,268.0,20.198518743074427,55.0,543.4966434216375,146.64729952812198,145.0,267.0,267.0
1.0,112.44077469709312,217.0,216.0,580.2445191482908,2.5594782159240546,269.0,31.204473316326546,55.0,526.7752164157806,146.64729952812198,145.0,268.0,268.0
1.0,114.09166788308092,217.0,216.0,577.7363050974122,2.5594782159240546,270.0,32.85536650231436,55.0,524.2670023649019,146.64729952812198,145.0,269.0,269.0
1.0,142.7328391827341,109.0,132.0,117.331280417917,1.7044041434338917,274.0,134.89437205104878,57.0,59.0130614172984,97.6551640033722,40.0,273.0,273.0
1.0,156.7333244835049,109.0,132.0,115.4494955188176,1.7044041434338917,275.0,148.89485735181955,57.0,57.131276518199,97.6551640033722,40.0,274.0,274.0
1.0,127.285601143758,92.0,158.0,107.19959706379552,2.609442696596656,292.0,99.81997377109327,61.0,91.0275968743754,149.51005339622498,52.0,291.0,291.0
1.0,137.64342382994275,92.0,158.0,89.60844600277862,2.609442696596656,293.0,110.17779645727803,61.0,73.43644581335852,149.51005339622498,52.0,292.0,292.0
1.0,139.71498836717967,92.0,158.0,86.09021579057524,2.609442696596656,294.0,112.249360994515,61.0,69.91821560115513,149.51005339622498,52.0,293.0,293.0
1.0,282.45455563296764,98.0,146.0,291.2215530608213,1.5666237567391768,295.0,282.96606464030907,62.0,168.63378772864354,89.7609293460846,46.0,294.0,294.0
1.0,302.65239960799806,98.0,146.0,291.3058304688816,1.5666237567391768,296.0,303.16390861533955,62.0,168.71806513670387,89.7609293460846,46.0,295.0,295.0
1.0,322.8502435830285,98.0,146.0,291.39010787694195,1.5666237567391768,297.0,323.3617525903701,62.0,168.80234254476426,89.7609293460846,46.0,296.0,296.0
1.0,343.048087558059,98.0,146.0,291.4743852850023,1.5666237567391768,298.0,343.5595965654005,62.0,168.8866199528246,89.7609293460846,46.0,297.0,297.0
1.0,347.0876563530651,98.0,146.0,291.4912407666144,1.5666237567391768,299.0,347.59916536040663,62.0,168.9034754344366,89.7609293460846,46.0,298.0,298.0
1.0,203.37569975965027,104.0,177.0,44.015091431364574,1.557795221680969,303.0,203.6519489619612,65.0,22.768156264651203,89.255091547966,42.0,302.0,302.0
1.0,223.6116131761544,104.0,177.0,44.27819549298477,1.557795221680969,304.0,223.8878623784654,65.0,23.0312603262714,89.255091547966,42.0,303.0,303.0
1.0,228.6705915302805,104.0,177.0,44.34397150838981,1.557795221680969,305.0,228.94684073259145,65.0,23.09703634167644,89.255091547966,42.0,304.0,304.0
1.0,371.0114580529094,93.0,159.0,59.21028704829378,2.4086434504906378,306.0,333.9606422554884,66.0,25.855558645952225,138.0051040649414,50.0,305.0,305.0
1.0,377.8279656766253,93.0,159.0,51.63843200868619,2.4086434504906378,307.0,340.7771498792044,66.0,18.28370360634464,138.0051040649414,50.0,306.0,306.0
1.0,25.610845432295264,206.0,213.0,343.14315939060776,1.588639152397345,316.0,25.231728148539208,71.0,321.8978107776653,91.02231860160828,147.0,315.0,315.0
1.0,484.51525543565583,145.0,235.0,277.99108867001115,2.538174009112613,322.0,461.63558919777887,74.0,262.2231706107633,145.42665839195254,143.0,321.0,321.0
1.0,486.8159995504389,145.0,235.0,274.65264809420387,2.538174009112613,323.0,463.936333312562,74.0,258.884730034956,145.42665839195254,143.0,322.0,322.0
1.0,391.2537525002487,130.0,181.0,333.4049623165573,2.6989159834724776,327.0,372.0532223248271,76.0,324.30286318597086,154.63649511337283,73.0,326.0,326.0
1.0,166.6756543048355,113.0,154.0,199.637630362006,0.3141592700403172,328.0,230.41092389382248,77.0,178.92878559796424,18.000000268220898,42.0,327.0,327.0
1.0,172.90306465439133,113.0,154.0,218.80362836877865,0.3141592700403172,329.0,236.6383342433783,77.0,198.09478360473688,18.000000268220898,42.0,328.0,328.0
1.0,179.1304750039471,113.0,154.0,237.9696263755512,0.3141592700403172,330.0,242.8657445929341,77.0,217.2607816115094,18.000000268220898,42.0,329.0,329.0
1.0,184.73514431854736,113.0,154.0,255.2190245816465,0.3141592700403172,331.0,248.4704139075343,77.0,234.51017981760472,18.000000268220898,42.0,330.0,330.0
1.0,280.1257049113348,126.0,127.0,140.23656530876744,2.8274333133294083,332.0,259.9169613563949,78.0,133.67034481818266,161.9999957084656,41.0,331.0,331.0
1.0,286.33664197261345,126.0,127.0,121.12127143655783,2.8274333133294083,333.0,266.12789841767363,78.0,114.55505094597304,161.9999957084656,41.0,332.0,332.0
1.0,290.6842979155085,126.0,127.0,107.74056572601114,2.8274333133294083,334.0,270.4755543605686,78.0,101.17434523542636,161.9999957084656,41.0,333.0,333.0
1.0,4.293917348227277,188.0,194.0,174.7281825648955,0.3278106597954958,342.0,40.6596716038003,81.0,162.36089882467056,18.782167285680767,79.0,341.0,341.0
1.0,8.566192005332942,188.0,194.0,187.29072204858903,0.3278106597954958,343.0,44.93194626090597,81.0,174.92343830836415,18.782167285680767,79.0,342.0,342.0
1.0,485.76504537675817,134.0,187.0,347.53909631010725,2.628386572862284,359.0,452.3022007741594,88.0,328.68025698234686,150.59545755386353,61.0,358.0,358.0
1.0,163.9606560924066,153.0,187.0,77.0177355400327,0.983717143081843,360.0,179.80535012437093,89.0,53.20307678143586,56.36284053325653,67.0,359.0,359.0
1.0,167.33624227853844,153.0,187.0,79.26362664600863,0.983717143081843,361.0,183.1809363105028,89.0,55.44896788741178,56.36284053325653,67.0,360.0,360.0
1.0,33.34772699205559,193.0,200.0,313.5376101469162,2.8274333133294083,368.0,-2.406203912838014,92.0,301.92045081742003,161.9999957084656,93.0,367.0,367.0
1.0,39.357673517133726,193.0,200.0,295.0409013814465,2.8274333133294083,369.0,3.603742612240124,92.0,283.4237420519503,161.9999957084656,93.0,368.0,368.0
1.0,171.23376043670677,94.0,142.0,331.6967127987864,0.7734159046539902,372.0,226.78710681497432,94.0,277.45897456724583,44.31346714496613,33.0,371.0,371.0
1.0,185.2182983939066,94.0,142.0,346.0204642384172,0.7734159046539902,373.0,240.7716447721741,94.0,291.78272600687666,44.31346714496613,33.0,372.0,372.0
1.0,187.31597908748657,94.0,142.0,348.1690269543618,0.7734159046539902,374.0,242.8693254657541,94.0,293.93128872282125,44.31346714496613,33.0,373.0,373.0
1.0,50.02121062235618,149.0,173.0,604.5507014948763,1.993000944717637,375.0,29.25801862773753,95.0,558.3301010838082,114.1905426979065,47.0,374.0,374.0
1.0,58.32059327110503,149.0,173.0,600.8224575118858,1.993000944717637,376.0,37.55740127648637,95.0,554.6018571008176,114.1905426979065,47.0,375.0,375.0
1.0,285.26803833875664,87.0,148.0,41.05996826232191,0.3141592700403172,383.0,305.4767823547768,99.0,34.49374919079648,18.000000268220898,50.0,382.0,382.0
1.0,286.1982819344512,87.0,148.0,43.922963616749726,0.3141592700403172,384.0,306.4070259504714,99.0,37.356744545224295,18.000000268220898,50.0,383.0,383.0
1.0,55.88796724502361,113.0,137.0,389.3111418734477,1.5235646239077452,387.0,57.19989731274762,101.0,361.55532794956497,87.29382276535034,39.0,386.0,386.0
1.0,69.99859659431092,113.0,137.0,389.978106962946,1.5235646239077452,388.0,71.31052666203495,101.0,362.2222930390632,87.29382276535034,39.0,387.0,387.0
1.0,381.880325665886,210.0,214.0,57.282018902098415,1.4139294702835312,399.0,387.37038080923423,107.0,22.57137594347077,81.01219117641448,105.0,398.0,398.0
1.0,401.99799340872033,210.0,214.0,60.46395665517788,1.4139294702835312,400.0,407.48804855206856,107.0,25.753313696550222,81.01219117641448,105.0,399.0,399.0
1.0,411.05094389299575,210.0,214.0,61.895828644063634,1.4139294702835312,401.0,416.540999036344,107.0,27.185185685435982,81.01219117641448,105.0,400.0,400.0
1.0,297.60098168260225,50.0,107.0,432.8719319659674,0.3141592700403172,272.0,341.1275072555689,56.0,418.72930627345113,18.000000268220898,14.0,271.0,271.0
1.0,302.55749196082013,50.0,107.0,448.1265018080925,0.3141592700403172,273.0,346.08401753378683,56.0,433.98387611557615,18.000000268220898,14.0,272.0,272.0
1.0,485.58033902934665,51.0,106.0,580.1567855564631,2.7670624058616458,301.0,446.0288191550752,64.0,564.6097103962827,158.54099750518802,18.0,300.0,300.0
1.0,488.97964791257294,51.0,106.0,571.5089960868359,2.7670624058616458,302.0,449.4281280383015,64.0,555.9619209266554,158.54099750518802,18.0,301.0,301.0
1.0,165.97713555394805,41.0,74.0,257.8745068632241,2.7014418461247955,311.0,82.42902287808063,69.0,218.52628903143952,154.78121638298038,7.0,310.0,310.0
1.0,174.58302509052726,41.0,74.0,239.6016124782237,2.7014418461247955,312.0,91.03491241465989,69.0,200.253394646439,154.78121638298038,7.0,311.0,311.0
1.0,175.44361404418518,41.0,74.0,237.7743230397236,2.7014418461247955,313.0,91.8955013683178,69.0,198.426105207939,154.78121638298038,7.0,312.0,312.0
1.0,473.9861161971948,62.0,139.0,564.159880850021,1.5326319071964891,317.0,474.7968648358778,72.0,542.9266226392524,87.81333982944489,38.0,316.0,316.0
1.0,171.1555054700398,80.0,159.0,442.82203848487967,0.9176790080084464,324.0,209.8918426717609,75.0,392.1952344321128,52.57913410663605,10.0,323.0,323.0
1.0,187.05400235903105,80.0,159.0,454.98653411155584,0.9176790080084464,325.0,225.79033956075213,75.0,404.359730058789,52.57913410663605,10.0,324.0,324.0
1.0,189.43877689237968,80.0,159.0,456.8112084555573,0.9176790080084464,326.0,228.1751140941008,75.0,406.1844044027905,52.57913410663605,10.0,325.0,325.0
1.0,292.3846546152406,47.0,75.0,362.8448474577045,2.758023865987324,338.0,258.2803805579297,80.0,349.0818369738759,158.0231273174286,11.0,337.0,337.0
1.0,299.95351144845324,47.0,75.0,344.08947645484614,2.758023865987324,339.0,265.84923739114225,80.0,330.3264659710176,158.0231273174286,11.0,338.0,338.0
1.0,307.5223682816659,47.0,75.0,325.3341054519878,2.758023865987324,340.0,273.4180942243549,80.0,311.57109496815923,158.0231273174286,11.0,339.0,339.0
1.0,309.7930253316296,47.0,75.0,319.7074941511303,2.758023865987324,341.0,275.68875127431863,80.0,305.94448366730165,158.0231273174286,11.0,340.0,340.0
1.0,201.66705104643603,40.0,104.0,382.9076417924925,2.8274333133294083,346.0,174.46297318401696,83.0,374.0684988243976,161.9999957084656,16.0,345.0,345.0
1.0,207.88489682524676,40.0,104.0,363.77108507949066,2.8274333133294083,347.0,180.6808189628277,83.0,354.9319421113958,161.9999957084656,16.0,346.0,346.0
1.0,214.1027426040574,40.0,104.0,344.6345283664889,2.8274333133294083,348.0,186.8986647416384,83.0,335.795385398394,161.9999957084656,16.0,347.0,347.0
1.0,214.72452718193847,40.0,104.0,342.72087269518875,2.8274333133294083,349.0,187.52044931951943,83.0,333.8817297270938,161.9999957084656,16.0,348.0,348.0
1.0,261.02448984553183,61.0,88.0,52.164646721238725,1.066731588120977,354.0,292.2079082618807,86.0,-4.368827620841923,61.11921787261963,11.0,353.0,353.0
1.0,278.77543458240376,61.0,88.0,61.95592778891128,1.066731588120977,355.0,309.9588529987526,86.0,5.422453446830626,61.11921787261963,11.0,354.0,354.0
1.0,292.97619037190134,61.0,88.0,69.78895264304931,1.066731588120977,356.0,324.15960878825024,86.0,13.255478300968663,61.11921787261963,11.0,355.0,355.0
1.0,427.8892177333992,67.0,166.0,227.94499069068848,0.4138828376871905,362.0,458.5676560104622,90.0,214.46932242744663,23.713739812374115,13.0,361.0,361.0
1.0,435.9850527314457,67.0,166.0,246.3758075850416,0.4138828376871905,363.0,466.6634910085087,90.0,232.9001393217997,23.713739812374115,13.0,362.0,362.0
1.0,437.60421973105485,67.0,166.0,250.06197096391224,0.4138828376871905,364.0,468.282658008118,90.0,236.5863027006704,23.713739812374115,13.0,363.0,363.0
1.0,455.7185482266556,45.0,132.0,381.4948349156141,1.9796218683854048,365.0,439.4742230433292,91.0,343.99947380306105,113.42397809028624,29.0,364.0,364.0
1.0,474.35343001615774,45.0,132.0,373.4215407650965,1.9796218683854048,366.0,458.10910483283135,91.0,335.9261796525434,113.42397809028624,29.0,365.0,365.0
1.0,477.1486622845831,45.0,132.0,372.21054664251886,1.9796218683854048,367.0,460.9043371012567,91.0,334.71518552996577,113.42397809028624,29.0,366.0,366.0
1.0,123.24033164562344,49.0,105.0,193.60079392939087,0.5457550951303217,370.0,171.4396092709055,93.0,164.33034705906962,31.26946359872818,13.0,369.0,369.0
1.0,125.39881413021166,49.0,105.0,197.15513995577385,0.5457550951303217,371.0,173.59809175549373,93.0,167.88469308545257,31.26946359872818,13.0,370.0,370.0
1.0,237.65955451590943,25.0,59.0,531.0931406855381,1.2153672482842606,379.0,249.88875840267727,97.0,498.1474882807943,69.63541388511658,3.0,378.0,378.0
1.0,252.73376786779409,25.0,59.0,536.6885869753281,1.2153672482842606,380.0,264.9629717545619,97.0,503.7429345705844,69.63541388511658,3.0,379.0,379.0
1.0,196.9964663805368,53.0,107.0,373.54118941476526,0.3141592700403172,391.0,277.05418305938616,103.0,347.5288600160299,18.000000268220898,12.0,390.0,390.0
1.0,202.05088303462065,53.0,107.0,389.09708409327794,0.3141592700403172,392.0,282.10859971347014,103.0,363.0847546945426,18.000000268220898,12.0,391.0,391.0
1.0,450.8399661483276,46.0,72.0,595.9848309793545,1.0664434985894629,395.0,472.1663459775404,105.0,557.347838922284,61.10271155834198,6.0,394.0,394.0
1.0,465.8945072704937,46.0,72.0,604.2944546077048,1.0664434985894629,396.0,487.2208870997063,105.0,565.6574625506344,61.10271155834198,6.0,395.0,395.0
1.0,273.21946348288134,80.0,150.0,446.1963915419721,0.3141592700403172,397.0,307.4188764330694,106.0,435.0843284978522,18.000000268220898,31.0,396.0,396.0
1.0,277.9281482471883,80.0,150.0,460.688232891991,0.3141592700403172,398.0,312.12756119737634,106.0,449.5761698478711,18.000000268220898,31.0,397.0,397.0
1.0,375.3658215304658,85.0,162.0,318.3156894678784,1.735263522565185,404.0,368.2740435052687,109.0,275.5854692077549,99.42327618598938,24.0,403.0,403.0
1.0,389.3015795229301,85.0,162.0,316.0028227966141,1.735263522565185,405.0,382.209801497733,109.0,273.27260253649064,99.42327618598938,24.0,404.0,404.0
1.0,41.87766101087736,222.0,224.0,559.5447492593281,2.654900921451329,285.0,2.1477039948356644,59.0,538.5217959866171,152.11461782455444,161.0,284.0,284.0
1.0,51.28186840983785,222.0,224.0,541.7723292342297,2.654900921451329,286.0,11.551911393796134,59.0,520.7493759615186,152.11461782455444,161.0,285.0,285.0
1.0,60.686075808798286,222.0,224.0,523.999909209131,2.654900921451329,287.0,20.9561187927566,59.0,502.97695593642,152.11461782455444,161.0,286.0,286.0
1.0,63.03712765853842,222.0,224.0,519.5568042028565,2.654900921451329,288.0,23.30717064249672,59.0,498.5338509301453,152.11461782455444,161.0,287.0,287.0
1.0,138.08283912344842,193.0,225.0,448.49712921430137,1.7963727706392252,357.0,128.02912208187573,87.0,404.68666445471337,102.92457818984984,163.0,356.0,356.0
1.0,145.0180815861802,193.0,225.0,446.9056152753915,1.7963727706392252,358.0,134.96436454460743,87.0,403.09515051580354,102.92457818984984,163.0,357.0,357.0
1.0,343.8038971975957,74.0,98.0,406.06831968826106,1.0476303252767083,310.0,354.42029780213323,68.0,387.6617826482779,60.024796128273,33.0,309.0,309.0
1.0,219.3930243103273,78.0,88.0,154.80557973651992,2.6146592049937407,352.0,172.77059948600584,85.0,127.68041551992998,149.80893731117246,29.0,351.0,351.0
1.0,225.06963530176108,78.0,88.0,145.04868510201038,2.6146592049937407,353.0,178.44721047743954,85.0,117.92352088542042,149.80893731117246,29.0,352.0,352.0
1.0,458.7417796252312,56.0,64.0,433.3694781159799,0.874107175055282,377.0,488.1093119670578,96.0,398.2679064405618,50.08265197277069,27.0,376.0,376.0
1.0,471.0740641699493,56.0,64.0,443.68721455708777,0.874107175055282,378.0,500.44159651177614,96.0,408.5856428816697,50.08265197277069,27.0,377.0,377.0
1.0,246.835962228962,8.0,0.0,283.616689730191,2.458351768355888,319.0,196.1312078609244,73.0,242.3412101948744,140.85318088531494,0.0,318.0,318.0
1.0,259.61978066745826,8.0,0.0,267.91244156379656,2.458351768355888,320.0,208.9150262994207,73.0,226.63696202848004,140.85318088531494,0.0,319.0,319.0
1.0,265.3724989647816,8.0,0.0,260.84552988891915,2.458351768355888,321.0,214.667744596744,73.0,219.57005035360257,140.85318088531494,0.0,320.0,320.0
1.0,463.15229682851134,86.0,226.0,100.6109445543252,2.8274333133294083,345.0,442.94355327357147,82.0,94.04472406374045,161.9999957084656,100.0,344.0,344.0
1.0,499.6338464274714,59.0,184.0,307.6856824956018,2.5447709504159843,386.0,469.8908976939061,100.0,287.4759127822552,145.8046352863312,26.0,385.0,385.0
1.0,180.5885592850637,63.0,81.0,30.48422226909369,0.8084145227154851,403.0,196.3927813536509,108.0,13.93521512999406,46.31874024868012,0.0,402.0,402.0
