,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,x,y,z,C,M,Y,K
0,0.0,0.0,,-0.17,0.5,-0.001,0.1176470588235294,0.9083178919884636,0.734778162313281,0.6106401384083037
1,1.0,,,-0.17,0.5,-0.001,0.1176470588235294,0.909337494471355,0.7280032264889618,0.6134948096885808
2,,,,-0.17,0.5,-0.001,0.11764705882352941,0.9153749807578058,0.8449571368513924,0.6549163783160314
