num_stroke,num_brush,theta_rad,start_point_x,num_physical_stroke,g,start_point_y,theta_deg,b,end_point_y,r,end_point_x,Unnamed: 0,Unnamed: 0.1
629.0,5.0,0.3267427530043201,195.38480938695656,1899.0,110.0,155.1211005103101,18.72098073363304,130.0,124.93431999322551,109.0,205.61479272584995,1898.0,1898.0
631.0,5.0,2.5085392679638367,297.0219574776578,1902.0,101.0,161.2905698541604,143.7287127971649,109.0,183.0340859561208,101.0,312.97738806078235,1901.0,1901.0
631.0,5.0,2.5085392679638367,291.2135464070286,1903.0,101.0,165.5527921737291,143.7287127971649,109.0,187.29630827568943,101.0,307.16897699015334,1902.0,1902.0
631.0,5.0,2.5085392679638367,286.23490834648936,1904.0,101.0,169.20612559050218,143.7287127971649,109.0,190.94964169246265,101.0,302.1903389296141,1903.0,1903.0
633.0,5.0,2.678384571913918,453.2398430975714,1912.0,148.0,130.66210152063093,153.46013188362122,162.0,150.40285827846566,141.0,463.09937810625695,1911.0,1911.0
633.0,5.0,2.678384571913918,446.8741380597139,1913.0,148.0,133.8414574311287,153.46013188362122,162.0,153.58221418896352,141.0,456.7336730683994,1912.0,1912.0
633.0,5.0,2.678384571913918,440.5084330218564,1914.0,148.0,137.02081334162656,153.46013188362122,162.0,156.7615700994613,141.0,450.36796803054193,1913.0,1913.0
633.0,5.0,2.678384571913918,435.0521144179786,1915.0,148.0,139.7459755506247,153.46013188362122,162.0,159.48673230845947,141.0,444.9116494266641,1914.0,1914.0
634.0,5.0,0.3141592700403172,510.60585646337,1916.0,116.0,219.23877030644783,18.000000268220898,141.0,199.03002629042763,143.0,517.1720755348954,1915.0,1915.0
634.0,5.0,0.3141592700403172,517.526911299149,1917.0,116.0,221.4875573771208,18.000000268220898,141.0,201.2788133611006,143.0,524.0931303706743,1916.0,1916.0
634.0,5.0,0.3141592700403172,524.4479661349279,1918.0,116.0,223.73634444779373,18.000000268220898,141.0,203.5276004317735,143.0,531.0141852064534,1917.0,1917.0
634.0,5.0,0.3141592700403172,527.4141324931189,1919.0,116.0,224.700110335225,18.000000268220898,141.0,204.4913663192048,143.0,533.9803515646444,1918.0,1918.0
636.0,5.0,2.7758964648985214,566.9531294265628,1923.0,159.0,99.26295292909369,159.04715180397034,189.0,125.2123535296652,166.0,576.8896768929044,1922.0,1922.0
636.0,5.0,2.7758964648985214,560.0721578974093,1924.0,159.0,101.89781533945984,159.04715180397034,189.0,127.84721594003138,166.0,570.0087053637509,1923.0,1923.0
636.0,5.0,2.7758964648985214,558.1061660319368,1925.0,159.0,102.65063317099305,159.04715180397034,189.0,128.60003377156457,166.0,568.0427134982783,1924.0,1924.0
641.0,5.0,1.312939249646905,21.322894441263514,1937.0,98.0,214.736373976906,75.2258777618408,89.0,206.6084454840689,96.0,52.142223692822505,1936.0,1936.0
641.0,5.0,1.312939249646905,21.60125829581886,1938.0,98.0,215.7918689031759,75.2258777618408,89.0,207.6639404103388,96.0,52.420587547377856,1937.0,1937.0
643.0,5.0,1.2267403713462008,366.70676081483737,1942.0,98.0,213.5772193322404,70.28704583644867,130.0,196.485800300495,106.0,414.4072580831711,1941.0,1941.0
643.0,5.0,1.2267403713462008,369.1614287405706,1943.0,98.0,220.42796007346408,70.28704583644867,130.0,203.33654104171868,106.0,416.86192600890416,1942.0,1942.0
643.0,5.0,1.2267403713462008,370.5640961267039,1944.0,98.0,224.34266906844903,70.28704583644867,130.0,207.25125003670368,106.0,418.2645933950376,1943.0,1943.0
644.0,5.0,0.5302363665186985,144.50012130038684,1945.0,149.0,90.6275210772999,30.380305945873257,191.0,81.46201319326667,147.0,149.87325885006854,1944.0,1944.0
644.0,5.0,0.5302363665186985,150.77809509359946,1946.0,149.0,94.30788632830708,30.380305945873257,191.0,85.14237844427386,147.0,156.15123264328116,1945.0,1945.0
644.0,5.0,0.5302363665186985,151.67494849262982,1947.0,149.0,94.83365279273669,30.380305945873257,191.0,85.66814490870345,147.0,157.04808604231152,1946.0,1946.0
645.0,5.0,1.7497277330118937,5.527002508010641,1948.0,157.0,114.6971974663229,100.25201439857484,178.0,117.16991916724264,151.0,19.19858760849372,1947.0,1947.0
645.0,5.0,1.7497277330118937,5.332724387488783,1949.0,157.0,115.7713538733656,100.25201439857484,178.0,118.24407557428536,151.0,19.00430948797186,1948.0,1948.0
647.0,5.0,0.3141592700403172,251.6255464729732,1955.0,115.0,330.6866842362241,18.000000268220898,124.0,315.9187559168247,124.0,256.42393733293403,1954.0,1954.0
647.0,5.0,0.3141592700403172,258.4651771342136,1956.0,115.0,332.9090149884185,18.000000268220898,124.0,318.1410866690191,124.0,263.2635679941744,1955.0,1955.0
647.0,5.0,0.3141592700403172,261.3964474176023,1957.0,115.0,333.86144245364466,18.000000268220898,124.0,319.09351413424525,124.0,266.1948382775632,1956.0,1956.0
650.0,5.0,1.7084990032812406,137.4274156334881,1968.0,93.0,205.4021059602951,97.88978219032288,69.0,210.89909315954463,104.0,177.0940267971739,1967.0,1967.0
650.0,5.0,1.7084990032812406,136.71389436112815,1969.0,93.0,210.55092109153335,97.88978219032288,69.0,216.04790829078289,104.0,176.38050552481403,1968.0,1968.0
654.0,5.0,1.143264533648211,577.0997276675015,1979.0,195.0,92.03556429249336,65.50423264503479,151.0,86.61385553097769,211.0,588.998911133649,1978.0,1978.0
654.0,5.0,1.143264533648211,577.96182137124,1980.0,195.0,93.92762666563507,65.50423264503479,151.0,88.50591790411941,211.0,589.8610048373877,1979.0,1979.0
655.0,5.0,0.6808181992678825,333.23332218001326,1981.0,158.0,132.38913578113142,39.008009433746345,101.0,108.89200689739016,165.0,352.26636121269746,1980.0,1980.0
658.0,5.0,2.29393700356956,435.35931397038286,1987.0,99.0,102.44969306067917,131.43290877342224,127.0,124.08229362325736,110.0,459.8682903769625,1986.0,1986.0
658.0,5.0,2.29393700356956,430.4060723693345,1988.0,99.0,108.06154176952968,131.43290877342224,127.0,129.69414233210787,110.0,454.91504877591416,1987.0,1987.0
659.0,5.0,1.6042776296312649,507.60278581612,1989.0,206.0,272.4513810993255,91.91833734512328,203.0,273.7645545471356,207.0,546.8092267792779,1988.0,1988.0
659.0,5.0,1.6042776296312649,507.3676535067903,1990.0,206.0,279.47155122204634,91.91833734512328,203.0,280.7847246698564,207.0,546.5740944699481,1989.0,1989.0
659.0,5.0,1.6042776296312649,507.13252119746056,1991.0,206.0,286.4917213447671,91.91833734512328,203.0,287.8048947925772,207.0,546.3389621606184,1990.0,1990.0
659.0,5.0,1.6042776296312649,507.0653405376521,1992.0,206.0,288.497484236973,91.91833734512328,203.0,289.81065768478305,207.0,546.2717815008099,1991.0,1991.0
666.0,5.0,0.7247695950942211,10.947037378812398,2014.0,162.0,238.3291923509269,41.52623891830444,164.0,218.13838476310016,179.0,28.82684572567336,2013.0,2013.0
666.0,5.0,0.7247695950942211,16.395149863376453,2015.0,162.0,243.1537248344555,41.52623891830444,164.0,222.9629172466288,179.0,34.274958210237415,2014.0,2014.0
666.0,5.0,0.7247695950942211,17.173451646885606,2016.0,162.0,243.84294376067385,41.52623891830444,164.0,223.65213617284715,179.0,35.053259993746565,2015.0,2015.0
668.0,5.0,1.417834267814022,354.6430681820373,2021.0,109.0,223.9614983162051,81.2359195947647,108.0,216.36561432511607,97.0,403.913783667428,2020.0,2020.0
670.0,5.0,2.146361572803372,15.784271212722794,2027.0,187.0,107.5092670341643,122.97745943069457,188.0,113.73704676738151,211.0,25.382475613303427,2026.0,2026.0
670.0,5.0,2.146361572803372,14.577090736792616,2028.0,187.0,109.36976394521712,122.97745943069457,188.0,115.59754367843438,211.0,24.17529513737325,2027.0,2027.0
672.0,5.0,0.5962931801301313,297.92412059445707,2031.0,101.0,322.183253502348,34.16508257389069,102.0,290.40097128252245,106.0,319.49503449691656,2030.0,2030.0
672.0,5.0,0.5962931801301313,303.9454659541542,2032.0,101.0,326.2699934486058,34.16508257389069,102.0,294.48771122878026,106.0,325.5163798566137,2031.0,2031.0
672.0,5.0,0.5962931801301313,304.8056581483967,2033.0,101.0,326.8538134409284,34.16508257389069,102.0,295.0715312211028,106.0,326.37657205085617,2032.0,2032.0
675.0,5.0,1.4454028536877097,173.17464333710038,2043.0,109.0,229.1020094834089,82.81548321247102,87.0,225.42242839170024,112.0,202.364962649917,2042.0,2042.0
677.0,5.0,0.7337796724343936,25.969462277948928,2046.0,126.0,316.0206000512911,42.04247832298279,128.0,298.41945274962126,128.0,41.841250924358576,2045.0,2045.0
677.0,5.0,0.7337796724343936,29.829764078269143,2047.0,126.0,319.5016171256852,42.04247832298279,128.0,301.9004698240153,128.0,45.701552724678784,2046.0,2046.0
678.0,5.0,2.1276620623737044,344.0976278566717,2048.0,102.0,118.42844576163084,121.90605640411376,120.0,124.90760968550272,96.0,354.50438784014466,2047.0,2047.0
678.0,5.0,2.1276620623737044,340.2514087214933,2049.0,102.0,124.60619953572004,121.90605640411376,120.0,131.08536345959192,96.0,350.6581687049663,2048.0,2048.0
678.0,5.0,2.1276620623737044,336.405189586315,2050.0,102.0,130.78395330980922,121.90605640411376,120.0,137.2631172336811,96.0,346.8119495697879,2049.0,2049.0
678.0,5.0,2.1276620623737044,334.7568099569528,2051.0,102.0,133.43156207013314,121.90605640411376,120.0,139.91072599400505,96.0,345.1635699404257,2050.0,2050.0
680.0,5.0,1.9186824592486955,444.72063252606574,2056.0,112.0,155.86005988017587,109.9324071407318,143.0,165.3328956094847,117.0,470.842878798646,2055.0,2055.0
680.0,5.0,1.9186824592486955,442.3283463131853,2057.0,112.0,162.45701684143862,109.9324071407318,143.0,171.9298525707474,117.0,468.4505925857656,2056.0,2056.0
680.0,5.0,1.9186824592486955,439.9360601003048,2058.0,112.0,169.05397380270134,109.9324071407318,143.0,178.5268095320101,117.0,466.058306372885,2057.0,2057.0
680.0,5.0,1.9186824592486955,437.54377388742427,2059.0,112.0,175.65093076396408,109.9324071407318,143.0,185.12376649327285,117.0,463.6660201600045,2058.0,2058.0
681.0,5.0,2.3800665044432727,538.8550130833612,2060.0,209.0,255.6947246780688,136.36776566505432,200.0,281.13002945360483,202.0,563.1040277242478,2059.0,2059.0
681.0,5.0,2.3800665044432727,533.7634450764813,2061.0,209.0,260.5488244513356,136.36776566505432,200.0,285.98412922687163,202.0,558.0124597173677,2060.0,2060.0
681.0,5.0,2.3800665044432727,530.8539776439784,2062.0,209.0,263.3225957503452,136.36776566505432,200.0,288.7579005258812,202.0,555.1029922848649,2061.0,2061.0
684.0,5.0,1.6439088996327365,439.1764766014687,2069.0,155.0,29.04042185293004,94.18904185295104,202.0,31.24927302796923,151.0,469.33427189696994,2068.0,2068.0
684.0,5.0,1.6439088996327365,438.6633834884888,2070.0,155.0,36.045763472882975,94.18904185295104,202.0,38.254614647922175,151.0,468.82117878398986,2069.0,2069.0
684.0,5.0,1.6439088996327365,438.15029037550863,2071.0,155.0,43.05110509283594,94.18904185295104,202.0,45.25995626787514,151.0,468.30808567100985,2070.0,2070.0
684.0,5.0,1.6439088996327365,438.0036923432286,2072.0,155.0,45.05263126996535,94.18904185295104,202.0,47.26148244500454,151.0,468.1614876387298,2071.0,2071.0
686.0,5.0,1.4058295386488662,8.392441209248785,2076.0,209.0,87.3349603669178,80.54809927940369,197.0,85.85865143961756,217.0,17.260241043666465,2075.0,2075.0
686.0,5.0,1.4058295386488662,9.385262951513024,2077.0,209.0,93.29857971436527,80.54809927940369,197.0,91.82227078706508,217.0,18.2530627859307,2076.0,2076.0
687.0,5.0,2.809791972508181,110.43212860640772,2078.0,173.0,264.5720525288197,160.9892213344574,211.0,307.0696388093777,167.0,125.07416429580692,2077.0,2077.0
687.0,5.0,2.809791972508181,103.59927084633792,2079.0,173.0,266.92623204675857,160.9892213344574,211.0,309.4238183273166,167.0,118.2413065357371,2078.0,2078.0
687.0,5.0,2.809791972508181,96.7664130862681,2080.0,173.0,269.2804115646975,160.9892213344574,211.0,311.7779978452555,167.0,111.40844877566728,2079.0,2079.0
687.0,5.0,2.809791972508181,89.93355532619829,2081.0,173.0,271.63459108263635,160.9892213344574,211.0,314.1321773631944,167.0,104.57559101559748,2080.0,2080.0
687.0,5.0,2.809791972508181,88.95743278904547,2082.0,173.0,271.9709024423419,160.9892213344574,211.0,314.4684887229,167.0,103.59946847844463,2081.0,2081.0
689.0,5.0,2.8274333133294083,401.2428827761908,2086.0,180.0,255.13887112444584,161.9999957084656,188.0,290.89280202933946,180.0,412.860042105687,2085.0,2085.0
689.0,5.0,2.8274333133294083,394.5195725176896,2087.0,180.0,257.323407608068,161.9999957084656,188.0,293.0773385129616,180.0,406.1367318471857,2086.0,2086.0
689.0,5.0,2.8274333133294083,387.7962622591882,2088.0,180.0,259.5079440916901,161.9999957084656,188.0,295.26187499658374,180.0,399.4134215886844,2087.0,2087.0
693.0,5.0,2.4698066275767525,338.61099949611696,2096.0,163.0,328.40319191187643,141.50949597358704,153.0,339.91739192720166,162.0,347.7666924057633,2095.0,2095.0
693.0,5.0,2.4698066275767525,333.1221571128347,2097.0,163.0,332.7677291983485,141.50949597358704,153.0,344.2819292136738,162.0,342.277850022481,2096.0,2096.0
693.0,5.0,2.4698066275767525,327.6333147295524,2098.0,163.0,337.1322664848205,141.50949597358704,153.0,348.6464665001458,162.0,336.7890076391987,2097.0,2097.0
693.0,5.0,2.4698066275767525,322.14447234627016,2099.0,163.0,341.4968037712926,141.50949597358704,153.0,353.01100378661783,162.0,331.30016525591634,2098.0,2098.0
693.0,5.0,2.4698066275767525,318.22387064392564,2100.0,163.0,344.6143304044869,141.50949597358704,153.0,356.12853041981214,162.0,327.37956355357187,2099.0,2099.0
696.0,5.0,1.4292883780208303,212.50810186909476,2105.0,112.0,281.1547565728801,81.89219176769257,102.0,277.35107602876565,112.0,239.20806950741684,2104.0,2104.0
696.0,5.0,1.4292883780208303,213.5241905310191,2106.0,112.0,288.2871994992515,81.89219176769257,102.0,284.4835189551372,112.0,240.2241581693412,2105.0,2105.0
696.0,5.0,1.4292883780208303,214.39512366981137,2107.0,112.0,294.40072200756987,81.89219176769257,102.0,290.5970414634554,112.0,241.09509130813345,2106.0,2106.0
698.0,5.0,1.1502518985285763,-1.056751344902915,2111.0,171.0,337.55526092703604,65.90457916259766,149.0,314.19961589934707,178.0,51.166644258605146,2110.0,2110.0
698.0,5.0,1.1502518985285763,-0.207899108794179,2112.0,171.0,339.45330082628413,65.90457916259766,149.0,316.0976557985951,178.0,52.01549649471389,2111.0,2111.0
703.0,5.0,0.6524967606405697,448.497162194639,2122.0,123.0,154.67313713653226,37.385310530662544,127.0,115.06158867984176,138.0,478.7663889259522,2121.0,2121.0
703.0,5.0,0.6524967606405697,454.15769932428975,2123.0,123.0,158.99864544090352,37.385310530662544,127.0,119.38709698421304,138.0,484.4269260556031,2122.0,2122.0
703.0,5.0,0.6524967606405697,458.2009401311834,2124.0,123.0,162.08829422974017,37.385310530662544,127.0,122.47674577304969,138.0,488.4701668624966,2123.0,2123.0
704.0,5.0,2.6465582156355736,553.174133300524,2125.0,176.0,214.72348654937045,151.6366159915924,148.0,249.24263255097333,173.0,571.8100662479682,2124.0,2124.0
704.0,5.0,2.6465582156355736,546.8985919357093,2126.0,176.0,218.11147789997247,151.6366159915924,148.0,252.6306239015753,173.0,565.5345248831535,2125.0,2125.0
704.0,5.0,2.6465582156355736,540.6230505708946,2127.0,176.0,221.4994692505745,151.6366159915924,148.0,256.0186152521773,173.0,559.2589835183388,2126.0,2126.0
704.0,5.0,2.6465582156355736,534.3475092060801,2128.0,176.0,224.88746060117649,151.6366159915924,148.0,259.40660660277933,173.0,552.9834421535244,2127.0,2127.0
704.0,5.0,2.6465582156355736,532.5544973875617,2129.0,176.0,225.8554581299199,151.6366159915924,148.0,260.3746041315228,173.0,551.1904303350058,2128.0,2128.0
706.0,5.0,2.516461964147362,506.1143818647911,2134.0,162.0,102.29744658505425,144.18264985084534,164.0,114.22612425857304,178.0,514.7231078802916,2133.0,2133.0
706.0,5.0,2.516461964147362,500.33760680231217,2135.0,162.0,106.466447972061,144.18264985084534,164.0,118.3951256455798,178.0,508.9463328178128,2134.0,2134.0
706.0,5.0,2.516461964147362,496.2113389005417,2136.0,162.0,109.44430610563722,144.18264985084534,164.0,121.37298377915609,178.0,504.8200649160423,2135.0,2135.0
710.0,5.0,1.1796729834177129,10.72668524483458,2147.0,139.0,84.45417008235037,67.59028315544128,116.0,80.40387334441158,148.0,20.548713458738117,2146.0,2146.0
710.0,5.0,1.1796729834177129,12.369633641210672,2148.0,139.0,88.43834372376257,67.59028315544128,116.0,84.38804698582376,148.0,22.1916618551142,2147.0,2147.0
711.0,5.0,0.3141592700403172,13.672486614525845,2149.0,108.0,221.6022429977,18.000000268220898,72.0,211.49787098968983,122.0,16.955596150288557,2148.0,2148.0
711.0,5.0,0.3141592700403172,20.533358364776312,2150.0,108.0,223.8314753981931,18.000000268220898,72.0,213.72710339018292,122.0,23.81646790053903,2149.0,2149.0
711.0,5.0,0.3141592700403172,27.39423011502679,2151.0,108.0,226.06070779868628,18.000000268220898,72.0,215.9563357906761,122.0,30.6773396507895,2150.0,2150.0
711.0,5.0,0.3141592700403172,29.354479186526923,2152.0,108.0,226.6976313416843,18.000000268220898,72.0,216.59325933367413,122.0,32.637588722289635,2151.0,2151.0
714.0,5.0,2.5581281180870605,160.56255322146762,2160.0,174.0,57.762778300876064,146.56994462013245,125.0,84.36275732979979,192.0,178.12203478447205,2159.0,2159.0
714.0,5.0,2.5581281180870605,157.90766409298396,2161.0,174.0,59.515353994741794,146.56994462013245,125.0,86.11533302366553,192.0,175.4671456559884,2160.0,2160.0
715.0,5.0,2.8274333133294083,446.3286741135785,2162.0,199.0,316.035344384917,161.9999957084656,188.0,328.47149426488,195.0,450.3694251847077,2161.0,2161.0
715.0,5.0,2.8274333133294083,439.40761943570953,2163.0,199.0,318.2841319415868,161.9999957084656,188.0,330.7202818215498,195.0,443.4483705068386,2162.0,2162.0
715.0,5.0,2.8274333133294083,438.4188973388712,2164.0,199.0,318.6053873068254,161.9999957084656,188.0,331.0415371867884,195.0,442.45964841000017,2163.0,2163.0
716.0,5.0,1.389050219380011,248.05282634883704,2165.0,120.0,310.59157259230165,79.58671510219573,99.0,306.01233778403633,108.0,272.9705734302251,2164.0,2164.0
716.0,5.0,1.389050219380011,248.42863735125115,2166.0,120.0,312.6365351025568,79.58671510219573,99.0,308.0573002942914,108.0,273.3463844326392,2165.0,2165.0
719.0,5.0,2.040959191239676,155.9533020113634,2176.0,117.0,222.3270627309805,116.93834781646729,90.0,228.6212108127491,129.0,168.33919284306054,2175.0,2175.0
720.0,5.0,0.7771385513285952,339.7524303112077,2177.0,160.0,257.4805077833505,44.5267590880394,147.0,249.32351035511343,160.0,347.77578129920084,2176.0,2176.0
720.0,5.0,0.7771385513285952,344.94053349683844,2178.0,160.0,262.5836076906944,44.5267590880394,147.0,254.4266102624574,160.0,352.9638844848316,2177.0,2177.0
720.0,5.0,0.7771385513285952,345.68169109478566,2179.0,160.0,263.3126219631721,44.5267590880394,147.0,255.15562453493504,160.0,353.7050420827788,2178.0,2178.0
721.0,5.0,0.3141592700403172,56.8292306321972,2180.0,203.0,343.9027401594068,18.000000268220898,193.0,317.4759210615342,206.0,65.41582480265353,2179.0,2179.0
721.0,5.0,0.3141592700403172,63.82313867677385,2181.0,203.0,346.17519867292884,18.000000268220898,193.0,319.74837957505633,206.0,72.40973284723019,2180.0,2180.0
721.0,5.0,0.3141592700403172,68.8187872800429,2182.0,203.0,347.7983833254447,18.000000268220898,193.0,321.3715642275721,206.0,77.40538145049923,2181.0,2181.0
726.0,5.0,1.5046515508451936,368.1434032095988,2192.0,129.0,184.97477744004783,86.21018350124359,150.0,182.9220935804433,134.0,399.13132885395294,2191.0,2191.0
726.0,5.0,1.5046515508451936,368.48697440865686,2193.0,129.0,190.16143037743976,86.21018350124359,150.0,188.10874651783527,134.0,399.474900053011,2192.0,2192.0
727.0,5.0,0.3141592700403172,513.0786586031655,2194.0,107.0,217.7505200602652,18.000000268220898,130.0,203.7598511260973,126.0,517.6245025757602,2193.0,2193.0
727.0,5.0,0.3141592700403172,519.9008412270049,2195.0,107.0,219.96718160135703,18.000000268220898,130.0,205.9765126671892,126.0,524.4466851995994,2194.0,2194.0
735.0,5.0,2.080275126323325,431.1581427837979,2220.0,182.0,243.35406756252152,119.19098496437071,142.0,252.52176146193503,183.0,447.56786185745534,2219.0,2219.0
735.0,5.0,2.080275126323325,427.7102841075207,2221.0,182.0,249.52556422287583,119.19098496437071,142.0,258.69325812228936,183.0,444.1200031811782,2220.0,2220.0
735.0,5.0,2.080275126323325,424.26242543124346,2222.0,182.0,255.69706088323017,119.19098496437071,142.0,264.86475478264373,183.0,440.67214450490087,2221.0,2221.0
737.0,5.0,2.1877195074587856,370.9602836604993,2226.0,197.0,366.3194469097624,125.34709453582764,202.0,383.8133191350652,200.0,395.624753554734,2225.0,2225.0
737.0,5.0,2.1877195074587856,366.8103458152408,2227.0,197.0,372.1704109347128,125.34709453582764,202.0,389.6642831600154,200.0,391.4748157094755,2226.0,2226.0
738.0,5.0,1.5815604078020764,248.00896677409744,2228.0,162.0,375.5654896792017,90.61673641204834,187.0,375.83819267850527,168.0,273.3425244420489,2227.0,2227.0
738.0,5.0,1.5815604078020764,247.93155716106017,2229.0,162.0,382.75668633248114,90.61673641204834,187.0,383.0293893317848,168.0,273.2651148290117,2228.0,2228.0
738.0,5.0,1.5815604078020764,247.8983816126157,2230.0,162.0,385.8386277553153,90.61673641204834,187.0,386.1113307546189,168.0,273.2319392805672,2229.0,2229.0
741.0,5.0,2.8274333133294083,165.1723552869111,2237.0,187.0,231.578133292344,161.9999957084656,199.0,249.4550987447908,196.0,170.98093495165918,2236.0,2236.0
741.0,5.0,2.8274333133294083,158.25130060904218,2238.0,187.0,233.82692084901387,161.9999957084656,199.0,251.7038863014606,196.0,164.05988027379018,2237.0,2237.0
741.0,5.0,2.8274333133294083,151.33024593117318,2239.0,187.0,236.07570840568368,161.9999957084656,199.0,253.95267385813045,196.0,157.13882559592125,2238.0,2238.0
744.0,5.0,0.9634518187668848,187.12405228424643,2246.0,88.0,173.01311429511574,55.20172297954559,111.0,155.2898933217467,82.0,212.6260617167721,2245.0,2245.0
