end_point_y,num_brush,start_point_x,r,start_point_y,end_point_x,g,theta_rad,b,theta_deg,num_physical_stroke,num_stroke,Unnamed: 0,Unnamed: 0.1
214.13794926271703,1.0,504.5419095027381,179.0,433.5798834220157,598.8406710335203,172.0,0.4058623951692808,182.0,23.2542023062706,55.0,5.0,54.0,54.0
218.8927191842256,1.0,515.6066985956223,179.0,438.33465334352417,609.9054601264045,172.0,0.4058623951692808,182.0,23.2542023062706,56.0,5.0,55.0,55.0
55.93383691066114,1.0,441.3016778159077,105.0,10.185858560912504,507.0416969429962,96.0,2.1787601758209467,138.0,124.83376264572144,57.0,6.0,56.0,56.0
72.50760241991831,1.0,429.7681206956165,105.0,26.75962407016968,495.508139822705,96.0,2.1787601758209467,138.0,124.83376264572144,58.0,6.0,57.0,57.0
89.08136792917549,1.0,418.2345635753254,105.0,43.33338957942685,483.9745827024138,96.0,2.1787601758209467,138.0,124.83376264572144,59.0,6.0,58.0,58.0
105.65513343843266,1.0,406.7010064550344,105.0,59.90715508868404,472.4410255821228,96.0,2.1787601758209467,138.0,124.83376264572144,60.0,6.0,59.0,59.0
119.74283412130129,1.0,396.8974829027868,105.0,73.99485577155264,462.63750202987535,96.0,2.1787601758209467,138.0,124.83376264572144,61.0,6.0,60.0,60.0
94.94216755390958,1.0,118.85066579911503,121.0,21.39780569609615,181.2304275184544,116.0,2.4381489867146544,141.0,139.6956467628479,62.0,7.0,61.0,61.0
106.60059497789828,1.0,105.10563725892013,121.0,33.05623312008481,167.4853989782594,116.0,2.4381489867146544,141.0,139.6956467628479,63.0,7.0,62.0,62.0
138.93591446646968,1.0,376.8643546806066,107.0,73.08495210219506,542.3667297571977,97.0,1.9494783594386933,143.0,111.6968822479248,73.0,9.0,72.0,72.0
157.54173762933362,1.0,369.4613711265209,107.0,91.69077526505905,534.9637462031121,97.0,1.9494783594386933,143.0,111.6968822479248,74.0,9.0,73.0,73.0
176.1475607921976,1.0,362.0583875724356,107.0,110.29659842792304,527.5607626490265,97.0,1.9494783594386933,143.0,111.6968822479248,75.0,9.0,74.0,74.0
194.7533839550616,1.0,354.6554040183498,107.0,128.902421590787,520.157779094941,97.0,1.9494783594386933,143.0,111.6968822479248,76.0,9.0,75.0,75.0
213.3592071179256,1.0,347.2524204642644,107.0,147.508244753651,512.7547955408554,97.0,1.9494783594386933,143.0,111.6968822479248,77.0,9.0,76.0,76.0
228.24386564821685,1.0,341.3300336209959,107.0,162.3929032839422,506.83240869758697,97.0,1.9494783594386933,143.0,111.6968822479248,78.0,9.0,77.0,77.0
120.89056345593052,1.0,58.91652379381847,100.0,80.69423820751624,185.06302641305672,98.0,1.8792723356474303,137.0,107.6743733882904,82.0,11.0,81.0,81.0
140.04084723817542,1.0,52.814325004891046,100.0,99.84452198976108,178.9608276241293,98.0,1.8792723356474303,137.0,107.6743733882904,83.0,11.0,82.0,82.0
159.19113102042024,1.0,46.712126215963615,100.0,118.99480577200596,172.85862883520184,98.0,1.8792723356474303,137.0,107.6743733882904,84.0,11.0,83.0,83.0
178.3414148026651,1.0,40.60992742703617,100.0,138.1450895542508,166.7564300462744,98.0,1.8792723356474303,137.0,107.6743733882904,85.0,11.0,84.0,84.0
197.49169858491,1.0,34.50772863810873,100.0,157.29537333649566,160.65423125734696,98.0,1.8792723356474303,137.0,107.6743733882904,86.0,11.0,85.0,85.0
205.15181209780792,1.0,32.06684912253776,100.0,164.9554868493936,158.213351741776,98.0,1.8792723356474303,137.0,107.6743733882904,87.0,11.0,86.0,86.0
267.656812564109,1.0,501.52442112548187,179.0,307.29704121091794,514.4043123811664,158.0,0.3141592700403172,160.0,18.000000268220898,96.0,13.0,95.0,95.0
273.8677482831104,1.0,520.6397154338239,179.0,313.5079769299193,533.5196066895084,158.0,0.3141592700403172,160.0,18.000000268220898,97.0,13.0,96.0,96.0
280.0786840021118,1.0,539.7550097421658,179.0,319.7189126489208,552.6349009978503,158.0,0.3141592700403172,160.0,18.000000268220898,98.0,13.0,97.0,97.0
286.2896197211132,1.0,558.8703040505078,179.0,325.92984836792215,571.7501953061923,158.0,0.3141592700403172,160.0,18.000000268220898,99.0,13.0,98.0,98.0
289.39508758061385,1.0,568.4279512046787,179.0,329.03531622742287,581.3078424603632,158.0,0.3141592700403172,160.0,18.000000268220898,100.0,13.0,99.0,99.0
300.61827881611936,1.0,184.1207492084452,75.0,283.3750344269356,238.6683405939024,79.0,1.8769700536910028,113.0,107.542462348938,101.0,14.0,100.0,100.0
319.70913444726904,1.0,178.08586699118374,75.0,302.4658900580852,232.6334583766409,79.0,1.8769700536910028,113.0,107.542462348938,102.0,14.0,101.0,101.0
338.7999900784186,1.0,172.05098477392232,75.0,321.5567456892348,226.59857615937943,79.0,1.8769700536910028,113.0,107.542462348938,103.0,14.0,102.0,102.0
357.89084570956834,1.0,166.01610255666083,75.0,340.64760132038435,220.563693942118,79.0,1.8769700536910028,113.0,107.542462348938,104.0,14.0,103.0,103.0
358.84538849112573,1.0,165.7143584457978,75.0,341.60214410194186,220.26194983125487,79.0,1.8769700536910028,113.0,107.542462348938,105.0,14.0,104.0,104.0
392.6429032632528,1.0,308.4313610959253,175.0,342.1210443759032,324.84691232238737,174.0,2.8274333133294083,174.0,161.9999957084656,113.0,17.0,112.0,112.0
398.8703149586463,1.0,289.26536352644206,175.0,348.3484560712966,305.68091475290413,174.0,2.8274333133294083,174.0,161.9999957084656,114.0,17.0,113.0,113.0
405.09772665403983,1.0,270.0993659569587,175.0,354.5758677666901,286.51491718342066,174.0,2.8274333133294083,174.0,161.9999957084656,115.0,17.0,114.0,114.0
410.7023971798938,1.0,252.84996814442368,175.0,360.18053829254416,269.26551937088567,174.0,2.8274333133294083,174.0,161.9999957084656,116.0,17.0,115.0,115.0
47.96324450865058,1.0,36.242527105930336,91.0,77.48989768975022,72.27339036439167,88.0,0.8842883358729249,136.0,50.6659895181656,117.0,18.0,116.0,116.0
63.55034285804742,1.0,49.015877657120704,91.0,93.07699603914708,85.04674091558202,88.0,0.8842883358729249,136.0,50.6659895181656,118.0,18.0,117.0,117.0
72.90260186768552,1.0,56.6798879878349,91.0,102.42925504878517,92.71075124629624,88.0,0.8842883358729249,136.0,50.6659895181656,119.0,18.0,118.0,118.0
114.57655433885692,1.0,-15.508103285819931,99.0,172.27543998777645,70.76815398966941,97.0,0.9813396788394858,99.0,56.2266218662262,127.0,20.0,126.0,126.0
131.27931496031314,1.0,-4.337814894178333,99.0,188.97820060923277,81.93844238131099,97.0,0.9813396788394858,99.0,56.2266218662262,128.0,20.0,127.0,127.0
147.98207558176946,1.0,6.832473497463268,99.0,205.68096123068904,93.1087307729526,97.0,0.9813396788394858,99.0,56.2266218662262,129.0,20.0,128.0,128.0
164.68483620322576,1.0,18.002761889104868,99.0,222.3837218521453,104.27901916459422,97.0,0.9813396788394858,99.0,56.2266218662262,130.0,20.0,129.0,129.0
181.38759682468205,1.0,29.173050280746462,99.0,239.0864824736016,115.4493075562358,97.0,0.9813396788394858,99.0,56.2266218662262,131.0,20.0,130.0,130.0
198.0903574461384,1.0,40.343338672388064,99.0,255.78924309505783,126.6195959478774,97.0,0.9813396788394858,99.0,56.2266218662262,132.0,20.0,131.0,131.0
207.2768757879393,1.0,46.486997287790935,99.0,264.9757614368589,132.7632545632803,97.0,0.9813396788394858,99.0,56.2266218662262,133.0,20.0,132.0,132.0
72.28591044886274,1.0,537.8197248263183,88.0,21.19233854839084,571.6790274343421,79.0,2.5563467754069884,74.0,146.46788120269775,139.0,22.0,138.0,138.0
83.3886910945588,1.0,521.065666782559,88.0,32.2951191940869,554.9249693905828,79.0,2.5563467754069884,74.0,146.46788120269775,140.0,22.0,139.0,139.0
94.49147174025488,1.0,504.3116087387997,88.0,43.39789983978297,538.1709113468235,79.0,2.5563467754069884,74.0,146.46788120269775,141.0,22.0,140.0,140.0
101.1531401276725,1.0,494.2591739125441,88.0,50.05956822720061,528.1184765205678,79.0,2.5563467754069884,74.0,146.46788120269775,142.0,22.0,141.0,141.0
280.3553595117657,1.0,502.9195325074968,112.0,312.05787419333245,513.768992085077,106.0,0.329733472505506,103.0,18.89233633875847,160.0,27.0,159.0,159.0
286.88049769599,1.0,521.9862231205565,112.0,318.5830123775568,532.8356826981368,106.0,0.329733472505506,103.0,18.89233633875847,161.0,27.0,160.0,160.0
293.4056358802144,1.0,541.0529137336164,112.0,325.1081505617812,551.9023733111966,106.0,0.329733472505506,103.0,18.89233633875847,162.0,27.0,161.0,161.0
299.9307740644388,1.0,560.119604346676,112.0,331.6332887460055,570.9690639242564,106.0,0.329733472505506,103.0,18.89233633875847,163.0,27.0,162.0,162.0
306.45591224866314,1.0,579.1862949597357,112.0,338.1584269302298,590.0357545373163,106.0,0.329733472505506,103.0,18.89233633875847,164.0,27.0,163.0,163.0
312.00227970525384,1.0,595.3929819808367,112.0,343.70479438682054,606.242441558417,106.0,0.329733472505506,103.0,18.89233633875847,165.0,27.0,164.0,164.0
155.99942941982314,1.0,54.51805841927074,93.0,128.71983778251388,121.9447258706262,99.0,1.955246142181424,146.0,112.02735185623168,166.0,28.0,165.0,165.0
171.93984582628087,1.0,48.06885862142297,93.0,144.66025418897155,115.49552607277845,99.0,1.955246142181424,146.0,112.02735185623168,167.0,28.0,166.0,166.0
154.15857581241966,1.0,28.98329410592057,78.0,66.61939743769955,60.87494929009779,77.0,2.7922242223180134,114.0,159.98266339302063,177.0,32.0,176.0,176.0
161.00722287735658,1.0,10.184491297452158,78.0,73.46804450263647,42.076146481629365,77.0,2.7922242223180134,114.0,159.98266339302063,178.0,32.0,177.0,177.0
165.4588434695656,1.0,-2.034730528052311,78.0,77.91966509484548,29.856924656124907,77.0,2.7922242223180134,114.0,159.98266339302063,179.0,32.0,178.0,178.0
122.76192360861393,1.0,17.35355307411786,97.0,53.82475034315843,65.66033751220503,94.0,2.5303726532062547,114.0,144.9796736240387,193.0,36.0,192.0,192.0
133.74843913802374,1.0,1.6750239928612736,97.0,64.81126587256827,49.981808430948455,94.0,2.5303726532062547,114.0,144.9796736240387,194.0,36.0,193.0,193.0
147.81341190935862,1.0,467.7504273679499,117.0,234.2131271061733,617.9352762632626,93.0,1.0487447645661496,135.0,60.08864879608154,218.0,42.0,217.0,217.0
165.2021712576221,1.0,477.7539920841429,117.0,251.6018864544368,627.9388409794557,93.0,1.0487447645661496,135.0,60.08864879608154,219.0,42.0,218.0,218.0
182.59093060588552,1.0,487.7575568003357,117.0,268.99064580270016,637.9424056956483,93.0,1.0487447645661496,135.0,60.08864879608154,220.0,42.0,219.0,219.0
199.9796899541489,1.0,497.7611215165287,117.0,286.37940515096363,647.9459704118412,93.0,1.0487447645661496,135.0,60.08864879608154,221.0,42.0,220.0,220.0
217.3684493024124,1.0,507.7646862327215,117.0,303.76816449922705,657.9495351280343,93.0,1.0487447645661496,135.0,60.08864879608154,222.0,42.0,221.0,221.0
244.75546053452973,1.0,184.6431684423838,103.0,278.91213591164865,234.551164691256,111.0,0.9706219430770572,93.0,55.6125408411026,234.0,45.0,233.0,233.0
261.3221876458136,1.0,195.9813178880095,103.0,295.47886302293256,245.88931413688164,111.0,0.9706219430770572,93.0,55.6125408411026,235.0,45.0,234.0,234.0
277.88891475709744,1.0,207.3194673336352,103.0,312.0455901342164,257.2274635825073,111.0,0.9706219430770572,93.0,55.6125408411026,236.0,45.0,235.0,235.0
294.4556418683813,1.0,218.65761677926088,103.0,328.61231724550026,268.56561302813304,111.0,0.9706219430770572,93.0,55.6125408411026,237.0,45.0,236.0,236.0
300.2539963573306,1.0,222.62596908522983,103.0,334.41067173444964,272.533965334102,111.0,0.9706219430770572,93.0,55.6125408411026,238.0,45.0,237.0,237.0
249.0018893018496,1.0,297.5988672975136,166.0,278.98931283344143,372.7451296667028,168.0,1.1911056530971516,184.0,68.24532687664032,241.0,47.0,240.0,240.0
267.69869365782,1.0,305.0599035917109,166.0,297.6861171894118,380.2061659609002,168.0,1.1911056530971516,184.0,68.24532687664032,242.0,47.0,241.0,241.0
271.4380545290141,1.0,306.55211085055043,166.0,301.42547806060594,381.6983732197396,168.0,1.1911056530971516,184.0,68.24532687664032,243.0,47.0,242.0,242.0
117.00755648685042,1.0,55.95310571098978,125.0,21.49217405832437,192.60097775591137,120.0,2.1808435584193373,144.0,124.9531316757202,244.0,48.0,243.0,243.0
127.88321101836644,1.0,48.35114099545589,125.0,32.3678285898404,184.99901304037743,120.0,2.1808435584193373,144.0,124.9531316757202,245.0,48.0,244.0,244.0
153.61582318953515,1.0,311.12257512096994,125.0,195.62322235493625,427.158956496456,115.0,1.2234543530532065,156.0,70.0987708568573,250.0,50.0,249.0,249.0
172.74120802395518,1.0,318.0463318376812,125.0,214.74860718935628,434.08271321316727,115.0,1.2234543530532065,156.0,70.0987708568573,251.0,50.0,250.0,250.0
178.47882347428123,1.0,320.1234588526945,125.0,220.48622263968232,436.1598402281808,115.0,1.2234543530532065,156.0,70.0987708568573,252.0,50.0,251.0,251.0
308.7653833102364,1.0,371.0650045723529,162.0,287.4793588471235,394.7883989259532,159.0,2.302094890166853,161.0,131.90032124519348,266.0,55.0,265.0,265.0
323.6571011461151,1.0,357.7032796257631,162.0,302.37107668300223,381.4266739793634,159.0,2.302094890166853,161.0,131.90032124519348,267.0,55.0,266.0,266.0
333.33671773943627,1.0,349.0181584104797,162.0,312.05069327632333,372.74155276408,159.0,2.302094890166853,161.0,131.90032124519348,268.0,55.0,267.0,267.0
239.87002401067105,1.0,151.83079372768916,145.0,200.35109500587413,258.3342377632979,151.0,1.9261063120705355,154.0,110.35776257514956,269.0,56.0,268.0,268.0
250.4530422567121,1.0,147.9038827201734,145.0,210.9341132519153,254.4073267557821,151.0,1.9261063120705355,154.0,110.35776257514956,270.0,56.0,269.0,269.0
147.43053215648814,1.0,340.319438036151,82.0,124.60619801938702,380.9285026206109,86.0,2.0828440572838973,68.0,119.33817386627196,274.0,58.0,273.0,273.0
165.1027483924356,1.0,330.38676481553404,82.0,142.27841425533452,370.995829399994,86.0,2.0828440572838973,68.0,119.33817386627196,275.0,58.0,274.0,274.0
179.24052138119362,1.0,322.44062623904045,82.0,156.41618724409255,363.0496908235004,86.0,2.0828440572838973,68.0,119.33817386627196,276.0,58.0,275.0,275.0
43.80236896317989,1.0,52.76210718256893,117.0,72.23790473937241,73.41131407288816,114.0,0.6280786683290129,145.0,35.98625689744949,280.0,60.0,279.0,279.0
55.60876605441052,1.0,69.02041815106513,117.0,84.04430183060305,89.66962504138434,114.0,0.6280786683290129,145.0,35.98625689744949,281.0,60.0,280.0,280.0
67.41516314564117,1.0,85.27872911956135,117.0,95.85069892183373,105.92793600988055,114.0,0.6280786683290129,145.0,35.98625689744949,282.0,60.0,281.0,281.0
79.22156023687181,1.0,101.53704008805757,117.0,107.65709601306436,122.18624697837676,114.0,0.6280786683290129,145.0,35.98625689744949,283.0,60.0,282.0,282.0
91.02795732810246,1.0,117.79535105655371,117.0,119.463493104295,138.44455794687298,114.0,0.6280786683290129,145.0,35.98625689744949,284.0,60.0,283.0,283.0
98.70211543740236,1.0,128.3632531860763,117.0,127.1376512135949,149.01246007639548,114.0,0.6280786683290129,145.0,35.98625689744949,285.0,60.0,284.0,284.0
297.56385963622034,1.0,247.98618194333625,93.0,323.7275894094531,272.6547253860944,89.0,0.7559925269232292,95.0,43.31518113613129,286.0,61.0,285.0,285.0
311.4506837179656,1.0,262.7147010197176,93.0,337.6144134911984,287.3832444624757,89.0,0.7559925269232292,95.0,43.31518113613129,287.0,61.0,286.0,286.0
320.4771193711,1.0,272.2882384193655,93.0,346.64084914433283,296.95678186212365,89.0,0.7559925269232292,95.0,43.31518113613129,288.0,61.0,287.0,287.0
131.08034494832978,1.0,12.48249584288792,115.0,129.5353204973743,51.680484782979725,109.0,1.6101918446220582,157.0,92.25719690322876,295.0,64.0,294.0,294.0
139.27200388170826,1.0,12.159614141857256,115.0,137.72697943075278,51.357603081949065,109.0,1.6101918446220582,157.0,92.25719690322876,296.0,64.0,295.0,295.0
272.15366467145907,1.0,34.65963107412316,156.0,278.3518678052448,73.39529571814262,167.0,1.4121285596112298,160.0,80.90900659561156,309.0,69.0,308.0,308.0
113.25827056155812,1.0,456.8833505526625,184.0,116.78617263152458,532.8065058240026,176.0,1.5243629792653068,176.0,87.33956515789032,310.0,70.0,309.0,309.0
117.41220432031112,1.0,457.0763703429181,184.0,120.94010639027758,532.9995256142581,176.0,1.5243629792653068,176.0,87.33956515789032,311.0,70.0,310.0,310.0
271.60883194731764,1.0,72.55783027364632,176.0,276.94056637336075,107.29314440909756,181.0,1.418488999726234,153.0,81.273432970047,321.0,73.0,320.0,320.0
307.3383246096612,1.0,321.20419266243664,118.0,266.0275496430563,351.9346812056517,116.0,2.502016291798554,165.0,143.3549737930298,325.0,75.0,324.0,324.0
311.5852574502183,1.0,315.49507135680483,118.0,270.27448248361355,346.2255599000199,116.0,2.502016291798554,165.0,143.3549737930298,326.0,75.0,325.0,325.0
118.21908757982617,1.0,16.22818840376139,94.0,111.79865404927764,46.61310374093669,89.0,1.7790364657925422,108.0,101.93128108978271,327.0,76.0,326.0,326.0
127.3102561098243,1.0,14.307194298161424,94.0,120.8898225792758,44.69210963533672,89.0,1.7790364657925422,108.0,101.93128108978271,328.0,76.0,327.0,327.0
208.4466307532369,1.0,310.75533454081494,84.0,223.61145317353305,397.7067847202845,93.0,1.3981274271050048,89.0,80.10680079460144,331.0,78.0,330.0,330.0
386.4416257889685,1.0,266.4626575207694,168.0,343.69236057659566,280.35273932777574,153.0,2.8274333133294083,175.0,161.9999957084656,336.0,81.0,335.0,335.0
389.31298408792816,1.0,257.6255276069584,168.0,346.56371887555537,271.5156094139647,153.0,2.8274333133294083,175.0,161.9999957084656,337.0,81.0,336.0,336.0
206.5848151351793,1.0,419.2826916828424,131.0,190.3384410927925,454.988780350974,105.0,1.997802873834402,136.0,114.46567296981812,338.0,82.0,337.0,337.0
219.4427841741744,1.0,413.4322784277108,131.0,203.1964101317876,449.1383670958424,105.0,1.997802873834402,136.0,114.46567296981812,339.0,82.0,338.0,338.0
33.33661130294972,1.0,22.338357190609145,113.0,69.93818229680792,36.45198316989486,114.0,0.3680327146340989,119.0,21.08672127127648,343.0,84.0,342.0,342.0
40.64323048477968,1.0,41.28697755941744,113.0,77.24480147863788,55.400603538703145,114.0,0.3680327146340989,119.0,21.08672127127648,344.0,84.0,343.0,343.0
41.73922336205417,1.0,44.12927061473869,113.0,78.34079435591237,58.2428965940244,114.0,0.3680327146340989,119.0,21.08672127127648,345.0,84.0,344.0,344.0
255.53129659836745,1.0,377.2728755940272,145.0,286.80783960069334,412.8907657969739,139.0,0.8502057620026332,150.0,48.713201880455024,348.0,87.0,347.0,347.0
261.69142139277056,1.0,382.68216308786936,145.0,292.9679643950966,418.3000532908162,139.0,0.8502057620026332,150.0,48.713201880455024,349.0,87.0,348.0,348.0
113.13191614326506,1.0,558.5435045214724,148.0,128.60753976521022,577.5599696907924,150.0,0.8876964434571427,175.0,50.8612596988678,354.0,90.0,353.0,353.0
118.65084779588696,1.0,563.0348181431548,148.0,134.12647141783214,582.0512833124748,150.0,0.8876964434571427,175.0,50.8612596988678,355.0,90.0,354.0,354.0
168.4514710751249,1.0,273.70310033182074,116.0,142.4078695850605,322.79644295325886,115.0,2.0585385511477208,90.0,117.94557094573976,356.0,91.0,355.0,355.0
186.2888537613616,1.0,264.2405202445716,116.0,160.24525227129718,313.33386286600967,115.0,2.0585385511477208,90.0,117.94557094573976,357.0,91.0,356.0,356.0
204.12623644759827,1.0,254.7779401573224,116.0,178.08263495753388,303.8712827787605,115.0,2.0585385511477208,90.0,117.94557094573976,358.0,91.0,357.0,357.0
221.96361913383487,1.0,245.31536007007315,116.0,195.92001764377048,294.4087026915113,115.0,2.0585385511477208,90.0,117.94557094573976,359.0,91.0,358.0,358.0
237.1253944171361,1.0,237.27216699591136,116.0,211.0817929270717,286.3655096173495,115.0,2.0585385511477208,90.0,117.94557094573976,360.0,91.0,359.0,359.0
212.8494257221517,1.0,276.4422282349618,64.0,259.2105739266106,317.7762834949313,91.0,0.7281362260250556,11.0,41.719132661819465,28.0,3.0,27.0,27.0
226.32517359497015,1.0,291.5569112818658,64.0,272.68632179942904,332.8909665418353,91.0,0.7281362260250556,11.0,41.719132661819465,29.0,3.0,28.0,28.0
232.3892601377385,1.0,298.3585186529727,64.0,278.7504083421973,339.6925739129422,91.0,0.7281362260250556,11.0,41.719132661819465,30.0,3.0,29.0,29.0
351.68868202687,1.0,167.36343958866888,255.0,191.5249753429988,219.4037957749185,254.0,2.8274333133294083,255.0,161.9999957084656,32.0,4.0,31.0,31.0
357.8798236359541,1.0,148.3090698382623,255.0,197.71611695208287,200.3494260245119,254.0,2.8274333133294083,255.0,161.9999957084656,33.0,4.0,32.0,32.0
364.0709652450382,1.0,129.25470008785572,255.0,203.907258561167,181.2950562741053,254.0,2.8274333133294083,255.0,161.9999957084656,34.0,4.0,33.0,33.0
370.2621068541224,1.0,110.20033033744912,255.0,210.09840017025115,162.24068652369874,254.0,2.8274333133294083,255.0,161.9999957084656,35.0,4.0,34.0,34.0
376.4532484632065,1.0,91.14596058704254,255.0,216.28954177933525,143.18631677329216,254.0,2.8274333133294083,255.0,161.9999957084656,36.0,4.0,35.0,35.0
382.64439007229055,1.0,72.09159083663596,255.0,222.4806833884193,124.13194702288556,254.0,2.8274333133294083,255.0,161.9999957084656,37.0,4.0,36.0,36.0
388.8355316813747,1.0,53.03722108622935,255.0,228.67182499750348,105.07757727247898,254.0,2.8274333133294083,255.0,161.9999957084656,38.0,4.0,37.0,37.0
395.02667329045886,1.0,33.982851335822765,255.0,234.8629666065876,86.02320752207243,254.0,2.8274333133294083,255.0,161.9999957084656,39.0,4.0,38.0,38.0
401.2178148995429,1.0,14.928481585416163,255.0,241.0541082156717,66.96883777166582,254.0,2.8274333133294083,255.0,161.9999957084656,40.0,4.0,39.0,39.0
407.4089565086271,1.0,-4.125888164990414,255.0,247.24524982475583,47.91446802125924,254.0,2.8274333133294083,255.0,161.9999957084656,41.0,4.0,40.0,40.0
413.6000981177112,1.0,-23.180257915397,255.0,253.43639143384,28.86009827085266,254.0,2.8274333133294083,255.0,161.9999957084656,42.0,4.0,41.0,41.0
