end_point_x,end_point_y,num_stroke,start_point_y,r,g,num_brush,b,num_physical_stroke,theta_rad,start_point_x,theta_deg,Unnamed: 0,Unnamed: 0.1
425.5003517613219,180.6747565489381,615.0,190.0018691717166,138.0,170.0,5.0,185.0,1772.0,0.3141592700403172,422.4697891129256,18.000000268220898,1771.0,1771.0
71.59680952384055,133.1066895890554,617.0,125.9455853746926,149.0,158.0,5.0,158.0,1776.0,1.9145391007411825,51.59113147906201,109.6950101852417,1775.0,1775.0
69.23187732516288,139.71350199510633,617.0,132.55239778074355,149.0,158.0,5.0,158.0,1777.0,1.9145391007411825,49.22619928038434,109.6950101852417,1776.0,1776.0
66.86694512648522,146.32031440115725,617.0,139.1592101867945,149.0,158.0,5.0,158.0,1778.0,1.9145391007411825,46.86126708170666,109.6950101852417,1777.0,1777.0
64.50201292780756,152.92712680720817,617.0,145.7660225928454,149.0,158.0,5.0,158.0,1779.0,1.9145391007411825,44.496334883029,109.6950101852417,1778.0,1778.0
616.1800439515081,11.627732193449257,620.0,-21.891002700688528,226.0,223.0,5.0,197.0,1788.0,2.229564675758008,572.8816404207529,127.7446460723877,1787.0,1787.0
611.8526144248227,17.217763872421973,620.0,-16.30097102171581,226.0,223.0,5.0,197.0,1789.0,2.229564675758008,568.5542108940678,127.7446460723877,1788.0,1788.0
607.5251848981376,22.80779555139469,620.0,-10.71093934274309,226.0,223.0,5.0,197.0,1790.0,2.229564675758008,564.2267813673825,127.7446460723877,1789.0,1789.0
603.1977553714524,28.397827230367408,620.0,-5.120907663770375,226.0,223.0,5.0,197.0,1791.0,2.229564675758008,559.8993518406974,127.7446460723877,1790.0,1790.0
598.8703258447672,33.98785890934012,620.0,0.4691240152023433,226.0,223.0,5.0,197.0,1792.0,2.229564675758008,555.5719223140122,127.7446460723877,1791.0,1791.0
594.5428963180823,39.57789058831285,620.0,6.0591556941750655,226.0,223.0,5.0,197.0,1793.0,2.229564675758008,551.2444927873271,127.7446460723877,1792.0,1792.0
590.215466791397,45.16792226728557,620.0,11.649187373147775,226.0,223.0,5.0,197.0,1794.0,2.229564675758008,546.9170632606421,127.7446460723877,1793.0,1793.0
585.8880372647118,50.75795394625828,620.0,17.239219052120493,226.0,223.0,5.0,197.0,1795.0,2.229564675758008,542.5896337339567,127.7446460723877,1794.0,1794.0
581.5606077380266,56.34798562523099,620.0,22.82925073109321,226.0,223.0,5.0,197.0,1796.0,2.229564675758008,538.2622042072717,127.7446460723877,1795.0,1795.0
407.1893704789337,302.11928950088463,621.0,325.91913359810064,155.0,177.0,5.0,188.0,1797.0,0.6647534862223876,388.5362457662469,38.087569177150726,1796.0,1796.0
412.8672440061865,306.5693221386656,621.0,330.3691662358815,155.0,177.0,5.0,188.0,1798.0,0.6647534862223876,394.21411929349966,38.087569177150726,1797.0,1797.0
418.5451175334392,311.01935477644656,621.0,334.8191988736625,155.0,177.0,5.0,188.0,1799.0,0.6647534862223876,399.8919928207524,38.087569177150726,1798.0,1798.0
420.1673671126544,312.2907926729554,621.0,336.09063677017133,155.0,177.0,5.0,188.0,1800.0,0.6647534862223876,401.5142423999675,38.087569177150726,1799.0,1799.0
503.9120741064425,157.83179693994094,623.0,169.5319038158041,119.0,152.0,5.0,167.0,1803.0,0.7730072238593662,492.4983835554872,44.29005146026611,1802.0,1802.0
509.0467992279537,162.84082499609036,623.0,174.54093187195355,119.0,152.0,5.0,167.0,1804.0,0.7730072238593662,497.6331086769985,44.29005146026611,1803.0,1803.0
531.6523731816696,289.1184952103765,624.0,277.67007982317114,102.0,138.0,5.0,137.0,1805.0,1.9108430908789649,499.2929742656025,109.4832444190979,1804.0,1804.0
529.9186715095096,294.0188715605896,624.0,282.57045617338423,102.0,138.0,5.0,137.0,1806.0,1.9108430908789649,497.5592725934425,109.4832444190979,1805.0,1805.0
187.9488493769046,181.66926942808655,625.0,192.55090082132827,143.0,167.0,5.0,187.0,1807.0,0.3141592700403172,184.4131929537756,18.000000268220898,1806.0,1806.0
192.8924599738896,183.27554590713868,625.0,194.1571773003804,143.0,167.0,5.0,187.0,1808.0,0.3141592700403172,189.3568035507605,18.000000268220898,1807.0,1807.0
269.6722220559457,0.6270064231349519,626.0,13.840415972071272,130.0,144.0,5.0,119.0,1809.0,0.3141592700403172,265.3789249707175,18.000000268220898,1808.0,1808.0
276.42025052083017,2.8195738170410567,626.0,16.032983365977376,130.0,144.0,5.0,119.0,1810.0,0.3141592700403172,272.126953435602,18.000000268220898,1809.0,1809.0
283.1682789857146,5.012141210947164,626.0,18.22555075988348,130.0,144.0,5.0,119.0,1811.0,0.3141592700403172,278.8749819004865,18.000000268220898,1810.0,1810.0
289.9163074505992,7.204708604853268,626.0,20.41811815378959,130.0,144.0,5.0,119.0,1812.0,0.3141592700403172,285.62301036537104,18.000000268220898,1811.0,1811.0
293.77232371624746,8.457604258513898,626.0,21.671013807450223,130.0,144.0,5.0,119.0,1813.0,0.3141592700403172,289.47902663101934,18.000000268220898,1812.0,1812.0
602.1769512523422,485.29357592867774,628.0,476.2152061875216,214.0,218.0,5.0,191.0,1816.0,1.8674525193274945,572.4776541291717,106.9971477985382,1815.0,1815.0
600.0969157476849,492.0982770193934,628.0,483.0199072782372,214.0,218.0,5.0,191.0,1817.0,1.8674525193274945,570.3976186245143,106.9971477985382,1816.0,1816.0
598.0168802430275,498.90297811010896,628.0,489.82460836895285,214.0,218.0,5.0,191.0,1818.0,1.8674525193274945,568.3175831198569,106.9971477985382,1817.0,1817.0
596.2339926676067,504.7355790450081,628.0,495.657209303852,214.0,218.0,5.0,191.0,1819.0,1.8674525193274945,566.5346955444363,106.9971477985382,1818.0,1818.0
337.901161336842,274.7498827444611,629.0,260.503088553768,164.0,190.0,5.0,176.0,1820.0,2.3837935983888388,324.4198329652224,136.581312417984,1819.0,1819.0
333.3007569012467,279.1031121101966,629.0,264.8563179195036,164.0,190.0,5.0,176.0,1821.0,2.3837935983888388,319.8194285296271,136.581312417984,1820.0,1820.0
555.2524903621647,354.6120777046802,630.0,339.6169758121827,135.0,148.0,5.0,144.0,1822.0,2.1226067792523,530.893934986515,121.61641001701356,1821.0,1821.0
551.4668962259942,360.7615260416588,630.0,345.7664241491613,135.0,148.0,5.0,144.0,1823.0,2.1226067792523,527.1083408503445,121.61641001701356,1822.0,1822.0
547.6813020898238,366.9109743786374,630.0,351.9158724861399,135.0,148.0,5.0,144.0,1824.0,2.1226067792523,523.3227467141742,121.61641001701356,1823.0,1823.0
544.9773062782734,371.3034374764793,630.0,356.3083355839818,135.0,148.0,5.0,144.0,1825.0,2.1226067792523,520.6187509026237,121.61641001701356,1824.0,1824.0
318.0488966251765,479.1492081342876,631.0,475.1286650890032,147.0,172.0,5.0,175.0,1826.0,1.638238488717361,258.52462661767674,93.86415123939514,1825.0,1825.0
317.5729007444737,486.1963425652069,631.0,482.1757995199226,147.0,172.0,5.0,175.0,1827.0,1.638238488717361,258.04863073697385,93.86415123939514,1826.0,1826.0
317.0969048637708,493.24347699612616,631.0,489.2229339508419,147.0,172.0,5.0,175.0,1828.0,1.638238488717361,257.5726348562709,93.86415123939514,1827.0,1827.0
316.6209089830678,500.2906114270455,631.0,496.2700683817612,147.0,172.0,5.0,175.0,1829.0,1.638238488717361,257.0966389755681,93.86415123939514,1828.0,1828.0
316.212912513894,506.3310123678335,631.0,502.3104693225493,147.0,172.0,5.0,175.0,1830.0,1.638238488717361,256.68864250639416,93.86415123939514,1829.0,1829.0
74.98393808969598,50.66668735582289,632.0,36.56452019956776,130.0,142.0,5.0,123.0,1831.0,2.3731255784344154,61.35139464129864,135.97007989883423,1830.0,1830.0
69.6863771192828,55.78783145371132,632.0,41.685664297456185,130.0,142.0,5.0,123.0,1832.0,2.3731255784344154,56.05383367088543,135.97007989883423,1831.0,1831.0
68.17278827059332,57.25101548167944,632.0,43.14884832542431,130.0,142.0,5.0,123.0,1833.0,2.3731255784344154,54.54024482219595,135.97007989883423,1832.0,1832.0
42.48724408205256,417.7979448977456,633.0,429.5072609511226,200.0,192.0,5.0,188.0,1834.0,0.8983049167940672,27.78291107875636,51.46908044815064,1833.0,1833.0
46.92506069031317,423.3708693040863,633.0,435.0801853574634,200.0,192.0,5.0,188.0,1835.0,0.8983049167940672,32.220727687016975,51.46908044815064,1834.0,1834.0
50.09492969621362,427.3515295943296,633.0,439.06084564770674,200.0,192.0,5.0,188.0,1836.0,0.8983049167940672,35.39059669291743,51.46908044815064,1835.0,1835.0
394.9922226014621,50.15571282193351,634.0,31.187542840746328,183.0,184.0,5.0,168.0,1837.0,2.605304393934025,383.7176301243797,149.27294611930847,1836.0,1836.0
388.8260023270497,53.82088562388935,634.0,34.852715642702165,183.0,184.0,5.0,168.0,1838.0,2.605304393934025,377.55140984996734,149.27294611930847,1837.0,1837.0
382.6597820526374,57.48605842584519,634.0,38.517888444658,183.0,184.0,5.0,168.0,1839.0,2.605304393934025,371.385189575555,149.27294611930847,1838.0,1838.0
376.4935617782251,61.15123122780103,634.0,42.18306124661383,183.0,184.0,5.0,168.0,1840.0,2.605304393934025,365.2189693011426,149.27294611930847,1839.0,1839.0
383.677084977644,280.2382858471597,636.0,272.44254457337087,118.0,159.0,5.0,154.0,1843.0,1.962274890088416,364.7913371926673,112.43006944656372,1842.0,1842.0
381.69375174785085,285.0430542246548,636.0,277.247312950866,118.0,159.0,5.0,154.0,1844.0,1.962274890088416,362.8080039628743,112.43006944656372,1843.0,1843.0
35.335370607428004,335.91419107297816,637.0,343.9504176599842,136.0,156.0,5.0,158.0,1845.0,0.9928727164025072,23.013740159676253,56.88741624355316,1844.0,1844.0
39.25402565109178,341.9225108705205,637.0,349.95873745752647,136.0,156.0,5.0,158.0,1846.0,0.9928727164025072,26.93239520334004,56.88741624355316,1845.0,1845.0
43.17268069475557,347.9308306680629,637.0,355.9670572550688,136.0,156.0,5.0,158.0,1847.0,0.9928727164025072,30.851050247003823,56.88741624355316,1846.0,1846.0
47.09133573841935,353.9391504656052,637.0,361.9753770526112,136.0,156.0,5.0,158.0,1848.0,0.9928727164025072,34.76970529066761,56.88741624355316,1847.0,1847.0
138.28909258390055,279.16427987820333,638.0,290.11250929854737,92.0,131.0,5.0,149.0,1849.0,0.8368380145080074,126.15232590330976,47.94728636741638,1848.0,1848.0
138.9680253753058,279.9169174568219,638.0,290.865146877166,92.0,131.0,5.0,149.0,1850.0,0.8368380145080074,126.83125869471505,47.94728636741638,1849.0,1849.0
157.38781046763577,82.30629042624034,639.0,66.3681135092899,140.0,162.0,5.0,157.0,1851.0,2.1816757130362032,134.62642027187243,125.00081062316892,1850.0,1850.0
153.75494068724234,87.49440993531607,639.0,71.55623301836562,140.0,162.0,5.0,157.0,1852.0,2.1816757130362032,130.99355049147906,125.00081062316892,1851.0,1851.0
424.6114588690781,125.60017931893358,640.0,100.96261267368608,145.0,172.0,5.0,177.0,1853.0,2.022953642333434,373.88750266110566,115.90670585632324,1852.0,1852.0
421.5491250852888,131.90492876841222,640.0,107.26736212316472,145.0,172.0,5.0,177.0,1854.0,2.022953642333434,370.8251688773165,115.90670585632324,1853.0,1853.0
418.4867913014998,138.20967821789077,640.0,113.57211157264328,145.0,172.0,5.0,177.0,1855.0,2.022953642333434,367.76283509352737,115.90670585632324,1854.0,1854.0
415.42445751771055,144.51442766736938,640.0,119.87686102212189,145.0,172.0,5.0,177.0,1856.0,2.022953642333434,364.7005013097382,115.90670585632324,1855.0,1855.0
412.36212373392135,150.81917711684798,640.0,126.18161047160044,145.0,172.0,5.0,177.0,1857.0,2.022953642333434,361.6381675259489,115.90670585632324,1856.0,1856.0
411.0496949694403,153.5212125951959,640.0,128.88364594994843,145.0,172.0,5.0,177.0,1858.0,2.022953642333434,360.325738761468,115.90670585632324,1857.0,1857.0
110.64656363808,130.3014650587884,642.0,136.82276405849208,169.0,175.0,5.0,159.0,1861.0,1.0098766462615807,100.2661552712343,57.86166965961456,1860.0,1860.0
112.81847546867044,133.75864923932312,642.0,140.27994823902682,169.0,175.0,5.0,159.0,1862.0,1.0098766462615807,102.43806710182476,57.86166965961456,1861.0,1861.0
287.2193951994313,118.36322142653522,644.0,145.40619644684838,159.0,180.0,5.0,191.0,1866.0,0.4638865479710056,273.68982969829443,26.578741371631622,1865.0,1865.0
293.68268379445715,121.59679636913935,644.0,148.63977138945248,159.0,180.0,5.0,191.0,1867.0,0.4638865479710056,280.1531182933203,26.578741371631622,1866.0,1866.0
300.145972389483,124.83037131174348,644.0,151.8733463320566,159.0,180.0,5.0,191.0,1868.0,0.4638865479710056,286.61640688834615,26.578741371631622,1867.0,1867.0
306.60926098450886,128.0639462543476,644.0,155.10692127466072,159.0,180.0,5.0,191.0,1869.0,0.4638865479710056,293.0796954833721,26.578741371631622,1868.0,1868.0
307.5325879266555,128.52588553186249,644.0,155.5688605521756,159.0,180.0,5.0,191.0,1870.0,0.4638865479710056,294.0030224255187,26.578741371631622,1869.0,1869.0
562.7936334848644,47.93991498341995,645.0,18.50222914533907,183.0,185.0,5.0,158.0,1871.0,2.0868194493892207,510.9021492239264,119.56594705581664,1870.0,1870.0
559.2784624197316,54.136307084489296,645.0,24.69862124640841,183.0,185.0,5.0,158.0,1872.0,2.0868194493892207,507.3869781587935,119.56594705581664,1871.0,1871.0
556.7676259446365,58.56230144239597,645.0,29.12461560431509,183.0,185.0,5.0,158.0,1873.0,2.0868194493892207,504.8761416836987,119.56594705581664,1872.0,1872.0
453.8146501503285,305.567756547059,646.0,320.1381789272582,132.0,160.0,5.0,162.0,1874.0,0.7334784751568895,440.6837647636535,42.02522099018097,1873.0,1873.0
459.10302093681184,310.33364382661523,646.0,324.90406620681443,132.0,160.0,5.0,162.0,1875.0,0.7334784751568895,445.9721355501369,42.02522099018097,1874.0,1874.0
464.3913917232952,315.09953110617147,646.0,329.6699534863707,132.0,160.0,5.0,162.0,1876.0,0.7334784751568895,451.26050633662027,42.02522099018097,1875.0,1875.0
469.6797625097785,319.8654183857277,646.0,334.43584076592686,132.0,160.0,5.0,162.0,1877.0,0.7334784751568895,456.5488771231037,42.02522099018097,1876.0,1876.0
474.9681332962619,324.63130566528395,646.0,339.20172804548315,132.0,160.0,5.0,162.0,1878.0,0.7334784751568895,461.83724790958695,42.02522099018097,1877.0,1877.0
480.2565040827452,329.3971929448402,646.0,343.9676153250394,132.0,160.0,5.0,162.0,1879.0,0.7334784751568895,467.1256186960703,42.02522099018097,1878.0,1878.0
483.27843024644994,332.1205571045866,646.0,346.6909794847858,132.0,160.0,5.0,162.0,1880.0,0.7334784751568895,470.1475448597752,42.02522099018097,1879.0,1879.0
467.15549596338514,437.05914437921183,647.0,409.2950031360058,166.0,174.0,5.0,156.0,1881.0,2.4263580074358964,443.0375684491591,139.02007341384888,1880.0,1880.0
461.69951889101935,441.79859799306325,647.0,414.03445674985727,166.0,174.0,5.0,156.0,1882.0,2.4263580074358964,437.58159137679337,139.02007341384888,1881.0,1881.0
456.24354181865374,446.5380516069147,647.0,418.7739103637088,166.0,174.0,5.0,156.0,1883.0,2.4263580074358964,432.1256143044277,139.02007341384888,1882.0,1882.0
450.78756474628807,451.2775052207662,647.0,423.5133639775602,166.0,174.0,5.0,156.0,1884.0,2.4263580074358964,426.6696372320621,139.02007341384888,1883.0,1883.0
450.00813945023583,451.9545700227449,647.0,424.1904287795389,166.0,174.0,5.0,156.0,1885.0,2.4263580074358964,425.89021193600985,139.02007341384888,1884.0,1884.0
155.39138584316498,144.02021054187415,650.0,125.61677941014229,208.0,210.0,5.0,191.0,1893.0,2.2697084586276977,133.49375986831137,130.0447154045105,1892.0,1892.0
150.84309797450962,149.43206585629156,650.0,131.0286347245597,208.0,210.0,5.0,191.0,1894.0,2.2697084586276977,128.94547199965606,130.0447154045105,1893.0,1893.0
146.29481010585437,154.84392117070897,650.0,136.44049003897712,208.0,210.0,5.0,191.0,1895.0,2.2697084586276977,124.39718413100076,130.0447154045105,1894.0,1894.0
270.18829110765387,13.895667462483043,651.0,3.6415397243660377,156.0,176.0,5.0,188.0,1896.0,2.1478066081720377,254.43461357381813,123.06025385856628,1895.0,1895.0
266.1766245285453,20.058892972695748,651.0,9.804765234578737,156.0,176.0,5.0,188.0,1897.0,2.1478066081720377,250.4229469947096,123.06025385856628,1896.0,1896.0
263.3111484006106,24.46119690856195,651.0,14.207069170444946,156.0,176.0,5.0,188.0,1898.0,2.1478066081720377,247.5574708667749,123.06025385856628,1897.0,1897.0
152.68069916908803,301.32219582092114,652.0,318.186319311275,186.0,205.0,5.0,210.0,1899.0,0.9603979012046748,128.57228989977392,55.02674639225006,1898.0,1898.0
156.73278336834153,307.1149252399864,652.0,323.9790487303403,186.0,205.0,5.0,210.0,1900.0,0.9603979012046748,132.62437409902742,55.02674639225006,1899.0,1899.0
160.784867567595,312.90765465905184,652.0,329.7717781494057,186.0,205.0,5.0,210.0,1901.0,0.9603979012046748,136.67645829828092,55.02674639225006,1900.0,1900.0
