r,start_point_x,b,start_point_y,end_point_y,theta_deg,num_brush,g,num_stroke,end_point_x,num_physical_stroke,theta_rad,Unnamed: 0,Unnamed: 0.1
215.0,541.5094161863865,194.0,465.023316334276,421.5241676196297,36.24952644109726,4.0,205.0,302.0,573.4037588097667,944.0,0.6326735886858895,943.0,943.0
215.0,549.7735273122563,194.0,471.0827082882485,427.5835595736022,36.24952644109726,4.0,205.0,302.0,581.6678699356365,945.0,0.6326735886858895,944.0,944.0
215.0,556.3848162129522,194.0,475.9302218514265,432.4310731367802,36.24952644109726,4.0,205.0,302.0,588.2791588363324,946.0,0.6326735886858895,945.0,945.0
199.0,165.47589787450838,240.0,359.7587207119848,364.3251454087061,115.45530080795288,4.0,241.0,303.0,175.06885922068545,947.0,2.015075137979247,946.0,946.0
197.0,59.55941759653524,191.0,395.9706825089648,414.6933472001318,123.96998405456544,4.0,198.0,305.0,87.34830093362952,953.0,2.1636843953970364,952.0,952.0
197.0,57.26906091958081,191.0,399.37011605894713,418.0927807501141,123.96998405456544,4.0,198.0,305.0,85.05794425667509,954.0,2.1636843953970364,953.0,953.0
167.0,331.21699749142186,186.0,256.327485201392,265.00171522549,126.13260626792908,4.0,191.0,307.0,343.0981274098136,958.0,2.201429273497,957.0,957.0
167.0,326.4763961495105,186.0,262.8207071102046,271.49493713430246,126.13260626792908,4.0,191.0,307.0,338.3575260679022,959.0,2.201429273497,958.0,958.0
94.0,-5.528116315514043,121.0,307.0087463888948,292.48531869351126,67.78369188308716,4.0,128.0,308.0,30.031521445083648,960.0,1.1830486025172262,959.0,959.0
94.0,-1.6955986962522722,121.0,316.3924085043729,301.86898080898936,67.78369188308716,4.0,128.0,308.0,33.86403906434541,961.0,1.1830486025172262,960.0,960.0
94.0,2.1369189230095,121.0,325.7760706198511,311.2526429244675,67.78369188308716,4.0,128.0,308.0,37.696556683607184,962.0,1.1830486025172262,961.0,961.0
94.0,2.903422446861853,121.0,327.65280304294674,313.12937534756315,67.78369188308716,4.0,128.0,308.0,38.46306020745954,963.0,1.1830486025172262,962.0,962.0
237.0,538.5377542300631,198.0,13.773294936161204,23.035028582545728,101.89089775085448,4.0,217.0,311.0,582.5224599658817,971.0,1.7783316435652958,970.0,970.0
237.0,536.4121410656699,198.0,23.86800000042601,33.12973364681054,101.89089775085448,4.0,217.0,311.0,580.3968468014882,972.0,1.7783316435652958,971.0,971.0
237.0,535.1367731670337,198.0,29.9248230389849,39.18655668536943,101.89089775085448,4.0,217.0,311.0,579.1214789028522,973.0,1.7783316435652958,972.0,972.0
137.0,98.511542951807,198.0,186.5491136522864,214.27937697235268,122.5873267650604,4.0,176.0,312.0,141.8932850865567,974.0,2.1395524732684734,973.0,973.0
137.0,93.05237651349678,198.0,195.0895356440992,222.8197989641655,122.5873267650604,4.0,176.0,312.0,136.43411864824648,975.0,2.1395524732684734,974.0,974.0
137.0,87.59321007518658,198.0,203.6299576359119,231.36022095597824,122.5873267650604,4.0,176.0,312.0,130.97495220993628,976.0,2.1395524732684734,975.0,975.0
137.0,82.13404363687637,198.0,212.17037962772469,239.90064294779103,122.5873267650604,4.0,176.0,312.0,125.51578577162608,977.0,2.1395524732684734,976.0,976.0
137.0,77.76671048622819,198.0,219.0027172211749,246.7329805412413,122.5873267650604,4.0,176.0,312.0,121.14845262097788,978.0,2.1395524732684734,977.0,977.0
236.0,421.3369572686556,174.0,483.5803146997081,463.5795483907231,40.112500190734856,4.0,222.0,313.0,438.1866254931729,979.0,0.7000951995351767,978.0,978.0
236.0,429.287649321369,174.0,490.2783842223416,470.2776179133567,40.112500190734856,4.0,222.0,313.0,446.13731754588633,980.0,0.7000951995351767,979.0,979.0
236.0,432.4679261424544,174.0,492.9576120313951,472.9568457224102,40.112500190734856,4.0,222.0,313.0,449.31759436697166,981.0,0.7000951995351767,980.0,980.0
187.0,266.852489975539,191.0,22.800726344692325,24.79008073162654,95.17251133918762,4.0,199.0,314.0,288.82862196191644,982.0,1.6610736802604618,981.0,981.0
187.0,266.1026878724615,191.0,31.0836899479187,33.07304433485292,95.17251133918762,4.0,199.0,314.0,288.07881985883887,983.0,1.6610736802604618,982.0,982.0
167.0,320.8291151068581,212.0,-9.74028711371322,31.75651901632652,138.3053183555603,4.0,198.0,315.0,357.79451175460287,984.0,2.4138831783234767,983.0,983.0
167.0,313.28818514472374,212.0,-3.0228191170287686,38.47398701301097,138.3053183555603,4.0,198.0,315.0,350.2535817924685,985.0,2.4138831783234767,984.0,984.0
167.0,312.53409214851035,212.0,-2.351072317360324,39.14573381267942,138.3053183555603,4.0,198.0,315.0,349.4994887962551,986.0,2.4138831783234767,985.0,985.0
149.0,389.7417461312568,188.0,233.47429361609412,234.02235749347585,92.02269673347472,4.0,181.0,316.0,405.259989835948,987.0,1.6060990445633647,986.0,986.0
149.0,389.44820035194914,188.0,241.78594327916363,242.33400715654528,92.02269673347472,4.0,181.0,316.0,404.96644405664017,988.0,1.6060990445633647,987.0,987.0
188.0,579.1000715203431,188.0,227.20646078134843,220.3311348498701,49.6745753288269,4.0,202.0,317.0,587.1998885081532,989.0,0.8669848940179744,988.0,988.0
204.0,487.925855315596,166.0,422.1082382235144,433.32189413529335,116.270831823349,4.0,197.0,318.0,510.6440733824576,990.0,2.0293088393500422,989.0,989.0
204.0,483.3785494444799,166.0,431.32081681603376,442.5344727278129,116.270831823349,4.0,197.0,318.0,506.0967675113415,991.0,2.0293088393500422,990.0,990.0
204.0,478.831243573364,166.0,440.5333954085533,451.74705132033233,116.270831823349,4.0,197.0,318.0,501.5494616402255,992.0,2.0293088393500422,991.0,991.0
204.0,477.0123212249175,166.0,444.2184268455612,455.43208275734014,116.270831823349,4.0,197.0,318.0,499.7305392917791,993.0,2.0293088393500422,992.0,992.0
204.0,34.44026337347462,215.0,422.0135997460205,483.1426444746092,151.6390299797058,4.0,210.0,321.0,67.43881917246313,996.0,2.6466003476762565,995.0,995.0
204.0,25.54153293431411,215.0,426.81729419667937,487.946338925268,151.6390299797058,4.0,210.0,321.0,58.54008873330263,997.0,2.6466003476762565,996.0,996.0
204.0,16.642802495153607,215.0,431.6209886473382,492.7500333759269,151.6390299797058,4.0,210.0,321.0,49.64135829414212,998.0,2.6466003476762565,997.0,997.0
204.0,7.744072055993093,215.0,436.424683097997,497.5537278265857,151.6390299797058,4.0,210.0,321.0,40.742627854981606,999.0,2.6466003476762565,998.0,998.0
204.0,-1.1546583831674155,215.0,441.22837754865577,502.3574222772445,151.6390299797058,4.0,210.0,321.0,31.84389741582109,1000.0,2.6466003476762565,999.0,999.0
204.0,-10.053388822327932,215.0,446.03207199931467,507.1611167279033,151.6390299797058,4.0,210.0,321.0,22.94516697666057,1001.0,2.6466003476762565,1000.0,1000.0
204.0,-15.392627085824234,215.0,448.9142886697098,510.04333339829856,151.6390299797058,4.0,210.0,321.0,17.60592871316427,1002.0,2.6466003476762565,1001.0,1001.0
114.0,279.5260576361192,129.0,383.21316567652536,397.28486510896414,154.9880039691925,4.0,135.0,322.0,286.0913860189936,1003.0,2.7050509703564494,1002.0,1002.0
114.0,270.3143236653479,129.0,387.5110160381082,401.5827154705471,154.9880039691925,4.0,135.0,322.0,276.8796520482224,1004.0,2.7050509703564494,1003.0,1003.0
114.0,263.86610988580804,129.0,390.5195112912163,404.5912107236551,154.9880039691925,4.0,135.0,322.0,270.4314382686824,1005.0,2.7050509703564494,1004.0,1004.0
157.0,431.7275342542577,181.0,249.88110561004035,276.3079241049617,161.9999957084656,4.0,179.0,323.0,440.314130280407,1006.0,2.8274333133294083,1005.0,1005.0
157.0,422.020080939844,181.0,253.03524919601887,279.46206769094016,161.9999957084656,4.0,179.0,323.0,430.60667696599336,1007.0,2.8274333133294083,1006.0,1006.0
157.0,420.0785902769612,181.0,253.6660779132146,280.0928964081359,161.9999957084656,4.0,179.0,323.0,428.66518630311066,1008.0,2.8274333133294083,1007.0,1007.0
108.0,16.760292066149887,117.0,294.5977765609965,327.4239494050952,159.08280372619632,4.0,133.0,324.0,29.306678657025,1009.0,2.776518708326029,1008.0,1008.0
108.0,7.22594093506197,117.0,298.2418704293829,331.06804327348163,159.08280372619632,4.0,133.0,324.0,19.772327525937072,1010.0,2.776518708326029,1009.0,1009.0
108.0,5.319070708844387,117.0,298.97068920306026,331.79686204715887,159.08280372619632,4.0,133.0,324.0,17.865457299719488,1011.0,2.776518708326029,1010.0,1010.0
228.0,585.1568067792405,191.0,-15.801150384590253,34.52964652404657,156.80612325668338,4.0,223.0,327.0,606.7222471818186,1016.0,2.7367831381171777,1015.0,1015.0
228.0,575.8021766047077,191.0,-11.792934105335933,38.53786280330089,156.80612325668338,4.0,223.0,327.0,597.367617007286,1017.0,2.7367831381171777,1016.0,1016.0
228.0,566.4475464301753,191.0,-7.784717826081608,42.54607908255521,156.80612325668338,4.0,223.0,327.0,588.0129868327534,1018.0,2.7367831381171777,1017.0,1017.0
228.0,558.9638422905491,191.0,-4.578144802678153,45.75265210595865,156.80612325668338,4.0,223.0,327.0,580.5292826931274,1019.0,2.7367831381171777,1018.0,1018.0
127.0,18.5818129847585,170.0,142.64001989738347,151.98390427824128,129.43317174911502,4.0,168.0,328.0,29.943825980958827,1020.0,2.2590350083213644,1019.0,1019.0
127.0,12.167146237839932,170.0,150.44015140308727,159.78403578394511,129.43317174911502,4.0,168.0,328.0,23.529159234040264,1021.0,2.2590350083213644,1020.0,1020.0
127.0,5.752479490921368,170.0,158.24028290879107,167.58416728964892,129.43317174911502,4.0,168.0,328.0,17.114492487121698,1022.0,2.2590350083213644,1021.0,1021.0
127.0,-0.6621872559971962,170.0,166.0404144144949,175.38429879535272,129.43317174911502,4.0,168.0,328.0,10.699825740203137,1023.0,2.2590350083213644,1022.0,1022.0
127.0,-1.94512060538091,170.0,167.60044071563567,176.9443250964935,129.43317174911502,4.0,168.0,328.0,9.416892390819424,1024.0,2.2590350083213644,1023.0,1023.0
131.0,171.0759910575584,146.0,11.294080533322886,8.025540353979512,85.90457797050476,4.0,153.0,330.0,216.72562342222008,1027.0,1.4993177281214962,1026.0,1026.0
131.0,171.6699604462774,146.0,19.589675123912343,16.32113494456897,85.90457797050476,4.0,153.0,330.0,217.3195928109391,1028.0,1.4993177281214962,1027.0,1027.0
167.0,304.34277650392863,207.0,83.18675923223243,93.72857479025436,103.31703901290894,4.0,191.0,331.0,348.8786318866805,1029.0,1.8032225041866927,1028.0,1028.0
167.0,301.9917001575762,207.0,93.11931739345718,103.66113295147912,103.31703901290894,4.0,191.0,331.0,346.52755554032814,1030.0,1.8032225041866927,1029.0,1029.0
167.0,299.6406238112238,207.0,103.05187555468191,113.59369111270388,103.31703901290894,4.0,191.0,331.0,344.1764791939758,1031.0,1.8032225041866927,1030.0,1030.0
167.0,297.28954746487153,207.0,112.98443371590668,123.52624927392858,103.31703901290894,4.0,191.0,331.0,341.8254028476235,1032.0,1.8032225041866927,1031.0,1031.0
167.0,296.34911692633057,207.0,116.9574569803966,127.49927253841852,103.31703901290894,4.0,191.0,331.0,340.8849723090825,1033.0,1.8032225041866927,1032.0,1032.0
249.0,560.1039482400239,221.0,223.3387492047597,242.75568502107495,110.14076113700868,4.0,243.0,333.0,613.0464833804233,1036.0,1.9223189224934143,1035.0,1035.0
249.0,556.9500931683979,221.0,231.93810208602105,251.3550379023363,110.14076113700868,4.0,243.0,333.0,609.892628308797,1037.0,1.9223189224934143,1036.0,1036.0
199.0,547.3612196272749,182.0,405.5564868269306,391.7483141596072,66.86346352100372,4.0,193.0,334.0,579.6769094337404,1038.0,1.1669875877286358,1037.0,1037.0
199.0,550.6290989919248,182.0,413.2044050864472,399.3962324191236,66.86346352100372,4.0,193.0,334.0,582.9447887983906,1039.0,1.1669875877286358,1038.0,1038.0
155.0,523.4078848443157,156.0,358.3671627125828,344.110204711756,70.39840042591095,4.0,161.0,336.0,563.4425375712204,1043.0,1.2286838755695244,1042.0,1042.0
155.0,526.8955260652539,156.0,368.160731937392,353.90377393656496,70.39840042591095,4.0,161.0,336.0,566.9301787921585,1044.0,1.2286838755695244,1043.0,1043.0
155.0,527.2442901873476,156.0,369.1400888598728,354.8831308590459,70.39840042591095,4.0,161.0,336.0,567.2789429142523,1045.0,1.2286838755695244,1044.0,1044.0
212.0,118.35141295768328,192.0,442.2071765020176,426.7146000434864,34.49185073375702,4.0,202.0,337.0,128.99592169159234,1046.0,0.6019963604104821,1045.0,1045.0
212.0,126.84539030687633,192.0,448.0431468018008,432.55057034326967,34.49185073375702,4.0,202.0,337.0,137.48989904078542,1047.0,0.6019963604104821,1046.0,1046.0
212.0,129.39358351163423,192.0,449.7939378917358,434.3013614332047,34.49185073375702,4.0,202.0,337.0,140.03809224554328,1048.0,0.6019963604104821,1047.0,1047.0
181.0,169.10489211387667,162.0,395.4859183678799,417.4601044639424,144.5654010772705,4.0,181.0,338.0,184.7411129803372,1049.0,2.523142233264528,1048.0,1048.0
181.0,160.8835606821752,162.0,401.3359896069459,423.3101757030083,144.5654010772705,4.0,181.0,338.0,176.51978154863568,1050.0,2.523142233264528,1049.0,1049.0
181.0,152.6622292504737,162.0,407.186060846012,429.1602469420743,144.5654010772705,4.0,181.0,338.0,168.29845011693425,1051.0,2.523142233264528,1050.0,1050.0
181.0,149.3736966777931,162.0,409.52608934163817,431.5002754377007,144.5654010772705,4.0,181.0,338.0,165.00991754425365,1052.0,2.523142233264528,1051.0,1051.0
129.0,410.2759796718437,148.0,363.085453924426,355.8072075338793,74.34352219104767,4.0,154.0,339.0,436.2448723522722,1053.0,1.2975392397632506,1052.0,1052.0
129.0,411.4302712764472,148.0,367.20398374512587,359.9257373545792,74.34352219104767,4.0,154.0,339.0,437.39916395687567,1054.0,1.2975392397632506,1053.0,1053.0
205.0,6.891221790235286,193.0,355.8456726225789,348.09101925472413,64.44987237453459,4.0,212.0,340.0,23.11265202782273,1055.0,1.1248624754257648,1054.0,1054.0
205.0,8.257061760552839,193.0,358.70278005771684,350.948126689862,64.44987237453459,4.0,212.0,340.0,24.47849199814028,1056.0,1.1248624754257648,1055.0,1055.0
225.0,51.13799508333154,212.0,5.282861191477389,21.94240423691865,152.41062641143802,4.0,218.0,341.0,59.84345986281293,1057.0,2.660067245906623,1056.0,1056.0
225.0,42.17827101820311,212.0,9.964776059736092,26.62431910517736,152.41062641143802,4.0,218.0,341.0,50.8837357976845,1058.0,2.660067245906623,1057.0,1057.0
225.0,34.11451935958752,212.0,14.178499441168926,30.838042486610192,152.41062641143802,4.0,218.0,341.0,42.81998413906891,1059.0,2.660067245906623,1058.0,1058.0
202.0,555.7303509426777,180.0,50.52884891958925,41.42879406096337,65.6441956758499,4.0,196.0,343.0,575.8325127550174,1065.0,1.1457073493670054,1064.0,1064.0
202.0,559.9748233659755,180.0,59.904954095512686,50.80489923688682,65.6441956758499,4.0,196.0,343.0,580.0769851783152,1066.0,1.1457073493670054,1065.0,1065.0
171.0,238.2656816202338,176.0,11.210812510649014,14.449268915293269,95.83158373832704,4.0,181.0,346.0,269.97383005586295,1070.0,1.6725766636344626,1069.0,1069.0
171.0,237.42065243156543,176.0,19.4846033538146,22.723059758458856,95.83158373832704,4.0,181.0,346.0,269.12880086719457,1071.0,1.6725766636344626,1070.0,1070.0
176.0,411.39722077980025,161.0,17.746330035892196,11.766448308786556,62.78618395328522,4.0,180.0,347.0,423.02591406776526,1072.0,1.0958256347476567,1071.0,1071.0
176.0,414.2854201531685,161.0,23.36282651527136,17.382944788165727,62.78618395328522,4.0,180.0,347.0,425.9141134411335,1073.0,1.0958256347476567,1072.0,1072.0
142.0,364.4945177981707,180.0,148.2039669076111,163.70546961316558,139.35034990310672,4.0,166.0,348.0,377.8042309909968,1074.0,2.432122419615373,1073.0,1073.0
142.0,356.7283157605549,180.0,154.8720895845931,170.37359229014763,139.35034990310672,4.0,166.0,348.0,370.03802895338106,1075.0,2.432122419615373,1074.0,1074.0
142.0,348.96211372293925,180.0,161.54021226157522,177.04171496712968,139.35034990310672,4.0,166.0,348.0,362.27182691576536,1076.0,2.432122419615373,1075.0,1075.0
142.0,341.97253188908513,180.0,167.54152267085908,183.0430253764136,139.35034990310672,4.0,166.0,348.0,355.2822450819112,1077.0,2.432122419615373,1076.0,1076.0
147.0,455.9738528374588,184.0,174.20295142621535,155.32784939891013,47.21236109733582,4.0,179.0,349.0,476.3659319501588,1078.0,0.824011148788993,1077.0,1077.0
147.0,462.9348221141067,184.0,181.7233683217177,162.84826629441253,47.21236109733582,4.0,179.0,349.0,483.3269012268068,1079.0,0.824011148788993,1078.0,1078.0
147.0,468.50359753542494,184.0,187.73970183811963,168.86459981081444,47.21236109733582,4.0,179.0,349.0,488.89567664812506,1080.0,0.824011148788993,1079.0,1079.0
209.0,520.1050453177928,190.0,455.33709953776537,409.39279776862384,49.74587917327881,4.0,208.0,350.0,574.3687319368244,1081.0,0.8682293808729901,1080.0,1080.0
209.0,525.4792062265586,190.0,461.6843890201227,415.7400872509812,49.74587917327881,4.0,208.0,350.0,579.7428928455903,1082.0,0.8682293808729901,1081.0,1081.0
187.0,527.5777572650633,208.0,344.408833639945,306.1629918114068,43.94843190908432,4.0,202.0,352.0,564.4448717484115,1085.0,0.7670448379020586,1084.0,1084.0
187.0,534.8021988166664,208.0,351.3728407326708,313.1269989041326,43.94843190908432,4.0,202.0,352.0,571.6693133000148,1086.0,0.7670448379020586,1085.0,1085.0
187.0,536.9695312821474,208.0,353.4620428604887,315.2162010319504,43.94843190908432,4.0,202.0,352.0,573.8366457654956,1087.0,0.7670448379020586,1086.0,1086.0
206.0,123.08632226784545,183.0,455.6822817956845,474.8912405020442,154.6896028518677,4.0,218.0,353.0,132.17062042552746,1088.0,2.6998428883675007,1087.0,1087.0
206.0,121.2067079436197,183.0,456.5711887480985,475.7801474544582,154.6896028518677,4.0,218.0,353.0,130.29100610130172,1089.0,2.6998428883675007,1088.0,1088.0
122.0,166.30471519417455,152.0,460.51688890858736,459.7373540788328,86.78354322910309,4.0,143.0,354.0,180.17622979133188,1090.0,1.5146585658946805,1089.0,1089.0
122.0,166.59636714296346,152.0,465.7067202163032,464.9271853865485,86.78354322910309,4.0,143.0,354.0,180.4678817401208,1091.0,1.5146585658946805,1090.0,1090.0
133.0,406.64903162478544,167.0,346.93664058415675,319.74674130346017,18.09168487787247,4.0,160.0,355.0,415.5316932675904,1092.0,0.3157594683521427,1091.0,1091.0
133.0,416.28404774496215,167.0,350.0843016782624,322.8944023975658,18.09168487787247,4.0,160.0,355.0,425.1667093877671,1093.0,0.3157594683521427,1092.0,1092.0
133.0,425.91906386513887,167.0,353.2319627723681,326.0420634916716,18.09168487787247,4.0,160.0,355.0,434.8017255079438,1094.0,0.3157594683521427,1093.0,1093.0
133.0,427.8460670891742,167.0,353.8614949911892,326.6715957104927,18.09168487787247,4.0,160.0,355.0,436.7287287319792,1095.0,0.3157594683521427,1094.0,1094.0
215.0,23.86790396962157,226.0,352.5186124753895,367.95553452190666,160.80983519554138,4.0,232.0,356.0,29.240637969117127,1096.0,2.8066610937516563,1095.0,1095.0
215.0,21.904231793665552,226.0,353.2020575450628,368.63897959158,160.80983519554138,4.0,232.0,356.0,27.276965793161107,1097.0,2.8066610937516563,1096.0,1096.0
122.0,548.9873869599606,151.0,89.95304110513739,98.90071868731016,108.22874307632443,4.0,142.0,359.0,576.1559601032168,1101.0,1.8889479119768784,1100.0,1100.0
122.0,545.777348097879,151.0,99.69994747455344,108.64762505672624,108.22874307632443,4.0,142.0,359.0,572.9459212411351,1102.0,1.8889479119768784,1101.0,1101.0
122.0,542.5673092357973,151.0,109.44685384396952,118.3945314261423,108.22874307632443,4.0,142.0,359.0,569.7358823790535,1103.0,1.8889479119768784,1102.0,1102.0
122.0,542.2463053495892,151.0,110.42154448091114,119.36922206308392,108.22874307632443,4.0,142.0,359.0,569.4148784928452,1104.0,1.8889479119768784,1103.0,1103.0
144.0,328.5444719147493,164.0,445.4478649482142,454.1667969407868,113.27407479286194,4.0,162.0,361.0,348.8148476603636,1110.0,1.9770055622857543,1109.0,1109.0
144.0,327.7229147317308,164.0,447.3578778730173,456.07680986559,113.27407479286194,4.0,162.0,361.0,347.9932904773452,1111.0,1.9770055622857543,1110.0,1110.0
191.0,383.6657005821446,173.0,81.04518656947397,70.08463965795775,78.62522363662721,4.0,186.0,363.0,438.1477332141936,1114.0,1.3722690275760143,1113.0,1113.0
191.0,385.6729018894967,173.0,91.02246306936703,80.0619161578508,78.62522363662721,4.0,186.0,363.0,440.1549345215457,1115.0,1.3722690275760143,1114.0,1114.0
191.0,387.6801031968489,173.0,100.99973956926011,90.03919265774391,78.62522363662721,4.0,186.0,363.0,442.16213582889776,1116.0,1.3722690275760143,1115.0,1115.0
191.0,389.2858642427304,173.0,108.9815607691746,98.02101385765836,78.62522363662721,4.0,186.0,363.0,443.7678968747794,1117.0,1.3722690275760143,1116.0,1116.0
161.0,403.8654464759669,194.0,183.70643930753823,197.2963831427761,128.01569938659668,4.0,183.0,364.0,421.2499606916294,1118.0,2.234295448539397,1117.0,1117.0
161.0,397.6955858558301,194.0,191.59904217329145,205.18898600852933,128.01569938659668,4.0,183.0,364.0,415.0801000714927,1119.0,2.234295448539397,1118.0,1118.0
