b,num_physical_stroke,end_point_x,num_stroke,num_brush,end_point_y,theta_deg,start_point_x,theta_rad,g,r,start_point_y,Unnamed: 0,Unnamed: 0.1
153.0,34.0,202.96001318444883,3.0,1.0,480.4355518302655,160.4660940170288,98.46342894893952,2.8006616784119265,160.0,132.0,185.9003399206476,33.0,33.0
153.0,35.0,184.1037102266523,3.0,1.0,487.1254794542818,160.4660940170288,79.607125991143,2.8006616784119265,160.0,132.0,192.590267544664,34.0,34.0
153.0,36.0,165.24740726885582,3.0,1.0,493.81540707829816,160.4660940170288,60.75082303334648,2.8006616784119265,160.0,132.0,199.2801951686803,35.0,35.0
153.0,37.0,146.39110431105928,3.0,1.0,500.50533470231454,160.4660940170288,41.89452007554996,2.8006616784119265,160.0,132.0,205.97012279269669,36.0,36.0
153.0,38.0,127.53480135326276,3.0,1.0,507.19526232633086,160.4660940170288,23.038217117753447,2.8006616784119265,160.0,132.0,212.66005041671303,37.0,37.0
153.0,39.0,108.67849839546624,3.0,1.0,513.8851899503472,160.4660940170288,4.181914159956931,2.8006616784119265,160.0,132.0,219.3499780407294,38.0,38.0
153.0,40.0,90.76501058555954,3.0,1.0,520.2406211931628,160.4660940170288,-13.73157364994978,2.8006616784119265,160.0,132.0,225.70540928354487,39.0,39.0
187.0,41.0,75.58912514850681,4.0,1.0,-85.70123718715683,28.716807961463928,-54.73214329644578,0.5012028495904665,187.0,167.0,152.16974270866896,40.0,40.0
187.0,42.0,93.14315522750113,4.0,1.0,-76.08399229575707,28.716807961463928,-37.17811321745148,0.5012028495904665,187.0,167.0,161.78698760006873,41.0,41.0
187.0,43.0,110.6971853064954,4.0,1.0,-66.4667474043573,28.716807961463928,-19.62408313845718,0.5012028495904665,187.0,167.0,171.40423249146852,42.0,42.0
187.0,44.0,128.2512153854897,4.0,1.0,-56.849502512957535,28.716807961463928,-2.070053059462886,0.5012028495904665,187.0,167.0,181.02147738286828,43.0,43.0
187.0,45.0,145.80524546448402,4.0,1.0,-47.23225762155775,28.716807961463928,15.483977019531409,0.5012028495904665,187.0,167.0,190.63872227426805,44.0,44.0
187.0,46.0,163.3592755434783,4.0,1.0,-37.61501273015798,28.716807961463928,33.038007098525725,0.5012028495904665,187.0,167.0,200.2559671656678,45.0,45.0
187.0,47.0,180.91330562247265,4.0,1.0,-27.99776783875821,28.716807961463928,50.592037177520005,0.5012028495904665,187.0,167.0,209.8732120570676,46.0,46.0
187.0,48.0,198.4673357014669,4.0,1.0,-18.380522947358447,28.716807961463928,68.14606725651431,0.5012028495904665,187.0,167.0,219.49045694846737,47.0,47.0
187.0,49.0,216.0213657804612,4.0,1.0,-8.763278055958665,28.716807961463928,85.70009733550859,0.5012028495904665,187.0,167.0,229.1077018398672,48.0,48.0
187.0,50.0,233.57539585945548,4.0,1.0,0.8539668354410992,28.716807961463928,103.25412741450288,0.5012028495904665,187.0,167.0,238.7249467312669,49.0,49.0
187.0,51.0,243.2301124029024,4.0,1.0,6.143451525710982,28.716807961463928,112.90884395794976,0.5012028495904665,187.0,167.0,244.01443142153684,50.0,50.0
121.0,52.0,561.7083130664871,5.0,1.0,91.361145401309,36.120954751968384,425.6838228545295,0.63042958938574,131.0,126.0,277.7540500524491,51.0,51.0
121.0,53.0,577.9803369762651,5.0,1.0,103.2360274478494,36.120954751968384,441.95584676430747,0.63042958938574,131.0,126.0,289.62893209898954,52.0,52.0
121.0,54.0,594.2523608860432,5.0,1.0,115.11090949438982,36.120954751968384,458.2278706740856,0.63042958938574,131.0,126.0,301.50381414553,53.0,53.0
121.0,55.0,610.5243847958212,5.0,1.0,126.9857915409302,36.120954751968384,474.4998945838636,0.63042958938574,131.0,126.0,313.3786961920704,54.0,54.0
121.0,56.0,626.7964087055992,5.0,1.0,138.86067358747064,36.120954751968384,490.7719184936416,0.63042958938574,131.0,126.0,325.2535782386108,55.0,55.0
121.0,57.0,643.0684326153772,5.0,1.0,150.73555563401106,36.120954751968384,507.0439424034196,0.63042958938574,131.0,126.0,337.1284602851512,56.0,56.0
121.0,58.0,653.645248156733,5.0,1.0,158.45422896426234,36.120954751968384,517.6207579447754,0.63042958938574,131.0,126.0,344.8471336154025,57.0,57.0
222.0,80.0,199.0008196194968,9.0,1.0,321.2287959256845,115.75915217399596,31.182123448707145,2.0203783447533814,203.0,151.0,240.2496202126266,79.0,79.0
222.0,81.0,190.2428392247577,9.0,1.0,339.37855897269776,115.75915217399596,22.42414305396805,2.0203783447533814,203.0,151.0,258.39938325964,80.0,80.0
222.0,82.0,184.98805098791416,9.0,1.0,350.2684168009058,115.75915217399596,17.169354817124578,2.0203783447533814,203.0,151.0,269.2892410878479,81.0,81.0
101.0,83.0,466.40977626001154,10.0,1.0,-7.4446198608425345,30.862320363521576,424.4862876151128,0.5386491051487448,103.0,78.0,62.70908226763164,82.0,82.0
101.0,84.0,483.66281544468535,10.0,1.0,2.86570689887791,30.862320363521576,441.7393267997867,0.5386491051487448,103.0,78.0,73.0194090273521,83.0,83.0
101.0,85.0,500.9158546293592,10.0,1.0,13.176033658598351,30.862320363521576,458.99236598446055,0.5386491051487448,103.0,78.0,83.32973578707255,84.0,84.0
101.0,86.0,518.168893814033,10.0,1.0,23.4863604183188,30.862320363521576,476.2454051691344,0.5386491051487448,103.0,78.0,93.64006254679296,85.0,85.0
101.0,87.0,535.4219329987069,10.0,1.0,33.79668717803925,30.862320363521576,493.4984443538082,0.5386491051487448,103.0,78.0,103.95038930651344,86.0,86.0
101.0,88.0,552.6749721833806,10.0,1.0,44.10701393775969,30.862320363521576,510.751483538482,0.5386491051487448,103.0,78.0,114.26071606623384,87.0,87.0
101.0,89.0,569.9280113680545,10.0,1.0,54.41734069748014,30.862320363521576,528.0045227231559,0.5386491051487448,103.0,78.0,124.57104282595432,88.0,88.0
101.0,90.0,587.1810505527283,10.0,1.0,64.72766745720058,30.862320363521576,545.2575619078298,0.5386491051487448,103.0,78.0,134.88136958567478,89.0,89.0
101.0,91.0,588.9063544711958,10.0,1.0,65.75870013317261,30.862320363521576,546.9828658262971,0.5386491051487448,103.0,78.0,135.91240226164678,90.0,90.0
146.0,101.0,78.63551721680139,13.0,1.0,38.96825774127207,53.04188489913941,34.88107749305213,0.9257555329538428,182.0,178.0,71.88947189987182,100.0,100.0
146.0,102.0,89.4717745668148,13.0,1.0,53.37035016617561,53.04188489913941,45.71733484306554,0.9257555329538428,182.0,178.0,86.29156432477535,101.0,101.0
138.0,108.0,389.8595943021489,15.0,1.0,455.1683702521482,159.78698015213013,348.7375929265654,2.788808905473501,149.0,122.0,343.4803684573677,107.0,107.0
138.0,109.0,370.99852385870776,15.0,1.0,462.1127595532057,159.78698015213013,329.8765224831242,2.788808905473501,149.0,122.0,350.42475775842524,108.0,108.0
138.0,110.0,352.13745341526663,15.0,1.0,469.0571488542632,159.78698015213013,311.015452039683,2.788808905473501,149.0,122.0,357.3691470594828,109.0,109.0
138.0,111.0,333.2763829718254,15.0,1.0,476.0015381553208,159.78698015213013,292.1543815962418,2.788808905473501,149.0,122.0,364.3135363605403,110.0,110.0
138.0,112.0,314.41531252838416,15.0,1.0,482.9459274563784,159.78698015213013,273.29331115280064,2.788808905473501,149.0,122.0,371.2579256615978,111.0,111.0
138.0,113.0,295.55424208494304,15.0,1.0,489.8903167574358,159.78698015213013,254.43224070935943,2.788808905473501,149.0,122.0,378.2023149626554,112.0,112.0
138.0,114.0,276.69317164150186,15.0,1.0,496.8347060584933,159.78698015213013,235.57117026591828,2.788808905473501,149.0,122.0,385.1467042637128,113.0,113.0
138.0,115.0,264.43347585326507,15.0,1.0,501.3485591041808,159.78698015213013,223.31147447768157,2.788808905473501,149.0,122.0,389.6605573094003,114.0,114.0
157.0,116.0,448.2207373872328,16.0,1.0,412.12916540958025,72.99377024173738,353.6565061727511,1.2739816241625743,180.0,190.0,441.05159565015816,115.0,115.0
157.0,117.0,454.07025102348746,16.0,1.0,431.25462462548586,72.99377024173738,359.50601980900564,1.2739816241625743,180.0,190.0,460.17705486606377,116.0,116.0
157.0,118.0,459.9197646597422,16.0,1.0,450.3800838413916,72.99377024173738,365.3555334452604,1.2739816241625743,180.0,190.0,479.30251408196943,117.0,117.0
157.0,119.0,460.7971917051804,16.0,1.0,453.2489027237774,72.99377024173738,366.2329604906986,1.2739816241625743,180.0,190.0,482.1713329643553,118.0,118.0
155.0,137.0,622.9538552444163,20.0,1.0,375.4650452624537,136.74737334251404,583.7539130468915,2.3866919082807936,174.0,175.0,333.7981071132373,136.0,136.0
155.0,138.0,608.3272632088713,20.0,1.0,389.2256331003901,136.74737334251404,569.1273210113463,2.3866919082807936,174.0,175.0,347.5586949511736,137.0,137.0
155.0,139.0,593.7006711733261,20.0,1.0,402.9862209383263,136.74737334251404,554.5007289758012,2.3866919082807936,174.0,175.0,361.3192827891099,138.0,138.0
155.0,140.0,579.0740791377808,20.0,1.0,416.7468087762625,136.74737334251404,539.874136940256,2.3866919082807936,174.0,175.0,375.0798706270462,139.0,139.0
155.0,141.0,564.4474871022358,20.0,1.0,430.50739661419885,136.74737334251404,525.2475449047108,2.3866919082807936,174.0,175.0,388.8404584649824,140.0,140.0
155.0,142.0,549.8208950666906,20.0,1.0,444.2679844521352,136.74737334251404,510.6209528691657,2.3866919082807936,174.0,175.0,402.6010463029187,141.0,141.0
155.0,143.0,547.6269062613588,20.0,1.0,446.3320726278256,136.74737334251404,508.42696406383385,2.3866919082807936,174.0,175.0,404.6651344786092,142.0,142.0
185.0,144.0,69.66401878273365,21.0,1.0,-60.70138080402383,43.77493590116501,-56.36620885411027,0.7640167613248005,190.0,174.0,70.83686122552483,143.0,143.0
185.0,145.0,84.15720253822437,21.0,1.0,-46.81508264689334,43.77493590116501,-41.873025098619536,0.7640167613248005,190.0,174.0,84.72315938265533,144.0,144.0
185.0,146.0,98.65038629371512,21.0,1.0,-32.92878448976285,43.77493590116501,-27.379841343128795,0.7640167613248005,190.0,174.0,98.6094575397858,145.0,145.0
185.0,147.0,113.14357004920583,21.0,1.0,-19.042486332632365,43.77493590116501,-12.886657587638064,0.7640167613248005,190.0,174.0,112.49575569691628,146.0,146.0
185.0,148.0,124.73811705359844,21.0,1.0,-7.933447806927974,43.77493590116501,-1.2921105832454751,0.7640167613248005,190.0,174.0,123.6047942226207,147.0,147.0
171.0,155.0,287.4592217863447,23.0,1.0,490.05834752616056,111.53788089752196,195.47576888830903,1.9467032623590463,177.0,147.0,453.7548326940962,154.0,154.0
171.0,156.0,284.04801082161043,23.0,1.0,498.7014490151317,111.53788089752196,192.06455792357477,1.9467032623590463,177.0,147.0,462.3979341830674,155.0,155.0
186.0,173.0,436.1683327410959,26.0,1.0,70.56279315069402,79.37647819519044,299.61568650192186,1.3853808931435592,179.0,159.0,96.17595348037672,172.0,172.0
186.0,174.0,439.860233399522,26.0,1.0,90.24559675911831,79.37647819519044,303.307587160348,1.3853808931435592,179.0,159.0,115.858757088801,173.0,173.0
186.0,175.0,443.552134057948,26.0,1.0,109.9284003675426,79.37647819519044,306.99948781877407,1.3853808931435592,179.0,159.0,135.5415606972253,174.0,174.0
186.0,176.0,446.5056545846888,26.0,1.0,125.67464325428206,79.37647819519044,309.9530083455149,1.3853808931435592,179.0,159.0,151.28780358396472,175.0,175.0
129.0,184.0,87.36846263370344,29.0,1.0,104.49771574738614,53.91053974628449,69.53697474675039,0.9409164200999328,128.0,95.0,117.4956366463969,183.0,183.0
129.0,185.0,99.25819646500892,29.0,1.0,120.80891247179107,53.91053974628449,81.42670857805591,0.9409164200999328,128.0,95.0,133.80683337080183,184.0,184.0
129.0,186.0,111.14793029631444,29.0,1.0,137.1201091961961,53.91053974628449,93.3164424093614,0.9409164200999328,128.0,95.0,150.11803009520688,185.0,185.0
129.0,187.0,123.03766412761992,29.0,1.0,153.43130592060106,53.91053974628449,105.20617624066686,0.9409164200999328,128.0,95.0,166.42922681961187,186.0,186.0
129.0,188.0,128.3880443517074,29.0,1.0,160.7713444465833,53.91053974628449,110.55655646475437,0.9409164200999328,128.0,95.0,173.7692653455941,187.0,187.0
131.0,189.0,569.1476986596895,30.0,1.0,61.217129748567416,122.41594433784483,429.0954390574189,2.136561285633502,135.0,124.0,-27.71741684439452,188.0,188.0
131.0,190.0,558.2293266918365,30.0,1.0,78.41115303711601,122.41594433784483,418.1770670895658,2.136561285633502,135.0,124.0,-10.523393555845914,189.0,189.0
131.0,191.0,553.3160593063027,30.0,1.0,86.14846351696288,122.41594433784483,413.26379970403207,2.136561285633502,135.0,124.0,-2.786083075999043,190.0,190.0
129.0,206.0,559.8132563178336,34.0,1.0,177.11493824502702,153.17562460899353,524.7778279682744,2.673418983225789,154.0,151.0,107.82983665269484,205.0,205.0
129.0,207.0,543.7292393675868,34.0,1.0,185.2481502990284,153.17562460899353,508.6938110180275,2.673418983225789,154.0,151.0,115.9630487066963,206.0,206.0
98.0,208.0,68.42002727329199,35.0,1.0,373.5004035389787,26.83652311563492,58.827363608643154,0.4683856881553963,128.0,109.0,392.4606084803083,207.0,207.0
98.0,209.0,86.39489057652969,35.0,1.0,382.5945466993271,26.83652311563492,76.80222691188085,0.4683856881553963,128.0,109.0,401.5547516406568,208.0,208.0
98.0,210.0,104.36975387976736,35.0,1.0,391.6886898596754,26.83652311563492,94.77709021511852,0.4683856881553963,128.0,109.0,410.6488948010052,209.0,209.0
98.0,211.0,122.34461718300508,35.0,1.0,400.7828330200239,26.83652311563492,112.7519535183562,0.4683856881553963,128.0,109.0,419.7430379613536,210.0,210.0
98.0,212.0,140.31948048624278,35.0,1.0,409.87697618037225,26.83652311563492,130.7268168215939,0.4683856881553963,128.0,109.0,428.837181121702,211.0,211.0
98.0,213.0,158.2943437894804,35.0,1.0,418.9711193407206,26.83652311563492,148.70168012483157,0.4683856881553963,128.0,109.0,437.9313242820504,212.0,212.0
98.0,214.0,160.0918301198042,35.0,1.0,419.8805336567555,26.83652311563492,150.49916645515538,0.4683856881553963,128.0,109.0,438.8407385980853,213.0,213.0
142.0,226.0,573.1559995635705,38.0,1.0,212.6275268875257,138.2995891571045,546.5161797464217,2.4137831849469227,162.0,146.0,182.72808024399063,225.0,225.0
142.0,227.0,558.1096019347973,38.0,1.0,226.0335717052269,138.2995891571045,531.4697821176484,2.4137831849469227,162.0,146.0,196.1341250616919,226.0,226.0
142.0,228.0,549.0817633575333,38.0,1.0,234.0771985958476,138.2995891571045,522.4419435403845,2.4137831849469227,162.0,146.0,204.17775195231255,227.0,227.0
151.0,229.0,41.166516510743925,39.0,1.0,250.67224986102477,60.62115848064422,-10.108667488212037,1.0580388118605248,144.0,101.0,279.5393893149408,228.0,228.0
151.0,230.0,50.98719312671465,39.0,1.0,268.11620205040015,60.62115848064422,-0.2879908722413056,1.0580388118605248,144.0,101.0,296.9833415043162,229.0,229.0
151.0,231.0,60.80786974268538,39.0,1.0,285.5601542397756,60.62115848064422,9.532685743729427,1.0580388118605248,144.0,101.0,314.42729369369164,230.0,230.0
151.0,232.0,70.62854635865611,39.0,1.0,303.004106429151,60.62115848064422,19.353362359700164,1.0580388118605248,144.0,101.0,331.871245883067,231.0,231.0
151.0,233.0,80.44922297462685,39.0,1.0,320.44805861852643,60.62115848064422,29.174038975670896,1.0580388118605248,144.0,101.0,349.3151980724424,232.0,232.0
151.0,234.0,90.2698995905976,39.0,1.0,337.8920108079018,60.62115848064422,38.99471559164163,1.0580388118605248,144.0,101.0,366.75915026181775,233.0,233.0
151.0,235.0,94.68920406778444,39.0,1.0,345.7417892931208,60.62115848064422,43.41402006882847,1.0580388118605248,144.0,101.0,374.6089287470368,234.0,234.0
193.0,239.0,267.9505611055256,41.0,1.0,89.95952715417202,57.12765097618103,244.6129289364732,0.9970656034645116,159.0,113.0,105.04134706497229,238.0,238.0
193.0,240.0,278.8690887591002,41.0,1.0,106.85487424847564,57.12765097618103,255.53145659004767,0.9970656034645116,159.0,113.0,121.93669415927592,239.0,239.0
193.0,241.0,289.78761641267465,41.0,1.0,123.7502213427793,57.12765097618103,266.44998424362234,0.9970656034645116,159.0,113.0,138.83204125357955,240.0,240.0
193.0,242.0,300.7061440662493,41.0,1.0,140.64556843708294,57.12765097618103,277.36851189719687,0.9970656034645116,159.0,113.0,155.7273883478832,241.0,241.0
141.0,243.0,496.9195961768047,42.0,1.0,104.7051323191984,113.79234194755554,469.9986885260013,1.986051030540101,151.0,150.0,92.83589519747991,242.0,242.0
141.0,244.0,496.5001960273968,42.0,1.0,105.6563840782758,113.79234194755554,469.5792883765936,1.986051030540101,151.0,150.0,93.7871469565573,243.0,243.0
190.0,247.0,484.8146951689404,44.0,1.0,382.5779638860256,146.4842104911804,473.081852117016,2.5566317752555183,177.0,143.0,364.8621810492665,246.0,246.0
190.0,248.0,468.1337913753388,44.0,1.0,393.6254252360532,146.4842104911804,456.4009483234144,2.5566317752555183,177.0,143.0,375.9096423992941,247.0,247.0
190.0,249.0,457.29120390949765,44.0,1.0,400.8062751135711,146.4842104911804,445.5583608575733,2.5566317752555183,177.0,143.0,383.09049227681214,248.0,248.0
155.0,250.0,179.60191080639217,45.0,1.0,164.9338374785287,139.63576912879944,140.9635143523711,2.437103924852204,144.0,103.0,119.47640897925464,249.0,249.0
155.0,251.0,164.27683833674843,45.0,1.0,177.9600082347156,139.63576912879944,125.63844188272728,2.437103924852204,144.0,103.0,132.50257973544154,250.0,250.0
155.0,252.0,157.38055572540873,45.0,1.0,183.8217850749997,139.63576912879944,118.7421592713876,2.437103924852204,144.0,103.0,138.36435657572562,251.0,251.0
162.0,262.0,381.2680768735378,48.0,1.0,399.9874757538004,45.60912430286408,341.5560635126897,0.7960293880363415,148.0,97.0,438.86396560495626,261.0,261.0
162.0,263.0,386.245729794897,48.0,1.0,405.0721071100649,45.60912430286408,346.53371643404887,0.7960293880363415,148.0,97.0,443.94859696122063,262.0,262.0
124.0,268.0,579.6668761023968,50.0,1.0,219.18023697067275,103.79463315010072,559.0310303832904,1.8115580943689111,139.0,96.0,214.11363662551625,267.0,267.0
124.0,269.0,575.1019645256341,50.0,1.0,237.77274567515133,103.79463315010072,554.4661188065278,1.8115580943689111,139.0,96.0,232.70614532999485,268.0,268.0
132.0,273.0,464.7700076562451,52.0,1.0,446.0890665568176,148.34555625915527,443.3253388984146,2.5891183874247417,151.0,143.0,411.3053579062246,272.0,272.0
132.0,274.0,455.1612647458155,52.0,1.0,452.01299810083947,148.34555625915527,433.7165959879849,2.5891183874247417,151.0,143.0,417.2292894502465,273.0,273.0
161.0,279.0,548.4968501451448,54.0,1.0,180.8775175144577,18.86359110474586,535.0209670286852,0.3292317735277299,164.0,149.0,220.3191186503278,278.0,278.0
161.0,280.0,567.5773712395041,54.0,1.0,187.3966968749245,18.86359110474586,554.1014881230445,0.3292317735277299,164.0,149.0,226.83829801079463,279.0,279.0
161.0,281.0,586.6578923338636,54.0,1.0,193.91587623539127,18.86359110474586,573.182009217404,0.3292317735277299,164.0,149.0,233.35747737126144,280.0,280.0
161.0,282.0,605.738413428223,54.0,1.0,200.43505559585816,18.86359110474586,592.2625303117634,0.3292317735277299,164.0,149.0,239.87665673172827,281.0,281.0
161.0,283.0,611.4625697565308,54.0,1.0,202.39080940399825,18.86359110474586,597.9866866400713,0.3292317735277299,164.0,149.0,241.8324105398684,282.0,282.0
190.0,284.0,192.79990494056176,55.0,1.0,318.1441979084658,139.90225195884705,157.0053041966682,2.4417549276365675,168.0,125.0,275.6333519288284,283.0,283.0
190.0,285.0,177.45389065761913,55.0,1.0,331.06571103316656,139.90225195884705,141.6592899137256,2.4417549276365675,168.0,125.0,288.5548650535291,284.0,284.0
190.0,286.0,162.1078763746765,55.0,1.0,343.98722415786733,139.90225195884705,126.31327563078295,2.4417549276365675,168.0,125.0,301.47637817822994,285.0,285.0
190.0,287.0,151.3656663766167,55.0,1.0,353.03228334515785,139.90225195884705,115.57106563272312,2.4417549276365675,168.0,125.0,310.5214373655205,286.0,286.0
159.0,288.0,357.1098604143885,56.0,1.0,411.4053778938608,161.9999957084656,347.2605296785114,2.8274333133294083,160.0,119.0,381.09226256145087,287.0,287.0
159.0,289.0,337.8540923644861,56.0,1.0,417.6619577939164,161.9999957084656,328.00476162860895,2.8274333133294083,160.0,119.0,387.34884246150665,288.0,288.0
159.0,290.0,318.59832431458364,56.0,1.0,423.9185376939721,161.9999957084656,308.7489935787065,2.8274333133294083,160.0,119.0,393.6054223615624,289.0,289.0
159.0,291.0,317.6355359120885,56.0,1.0,424.2313666889749,161.9999957084656,307.7862051762113,2.8274333133294083,160.0,119.0,393.9182513565651,290.0,290.0
176.0,292.0,280.690330903412,57.0,1.0,-10.136964103919588,67.24477171897888,111.11950976405684,1.1736426712481485,169.0,140.0,60.9881775970188,291.0,291.0
176.0,293.0,288.5228070318042,57.0,1.0,8.53659319077671,67.24477171897888,118.95198589244906,1.1736426712481485,169.0,140.0,79.6617348917151,292.0,292.0
176.0,294.0,296.3552831601964,57.0,1.0,27.21015048547301,67.24477171897888,126.78446202084127,1.1736426712481485,169.0,140.0,98.3352921864114,293.0,293.0
176.0,295.0,299.87989741797287,57.0,1.0,35.613251268086344,67.24477171897888,130.30907627861777,1.1736426712481485,169.0,140.0,106.73839296902472,294.0,294.0
138.0,296.0,573.4067612273824,58.0,1.0,190.9021819735216,26.53948187828064,543.0982293576641,0.4632013405493661,146.0,128.0,251.5869348404105,295.0,295.0
138.0,297.0,585.2776761737897,58.0,1.0,196.83101890501732,26.53948187828064,554.9691443040715,0.4632013405493661,146.0,128.0,257.51577177190626,296.0,296.0
162.0,316.0,567.0305397814807,66.0,1.0,99.05847680673764,98.71641755104064,532.2942817178548,1.7229265120391768,177.0,150.0,93.73289554123168,315.0,315.0
162.0,317.0,563.9583966378752,66.0,1.0,119.0966194477821,98.71641755104064,529.2221385742492,1.7229265120391768,177.0,150.0,113.77103818227616,316.0,316.0
162.0,318.0,562.7295393804329,66.0,1.0,127.11187650419988,98.71641755104064,527.9932813168068,1.7229265120391768,177.0,150.0,121.78629523869394,317.0,317.0
153.0,329.0,556.8543130378856,70.0,1.0,211.593124493559,113.89545679092409,529.9548099617483,1.98785072406456,178.0,173.0,199.67545723643428,328.0,328.0
153.0,330.0,554.3470803645744,70.0,1.0,217.25222803733425,113.89545679092409,527.4475772884372,1.98785072406456,178.0,173.0,205.3345607802095,329.0,329.0
187.0,331.0,172.80378973248298,71.0,1.0,284.5683429350564,153.46105456352234,163.3097288154355,2.6784006757161345,172.0,124.0,265.5585724234565,330.0,330.0
187.0,332.0,164.66414553410283,71.0,1.0,288.63353024572683,153.46105456352234,155.17008461705538,2.6784006757161345,172.0,124.0,269.62375973412696,331.0,331.0
174.0,333.0,449.18982229420914,72.0,1.0,294.404790851565,82.55764245986937,389.22214412734553,1.440902683608991,164.0,141.0,302.2383173671767,332.0,332.0
174.0,334.0,451.7858621770047,72.0,1.0,314.27814979016955,82.55764245986937,391.8181840101411,1.440902683608991,164.0,141.0,322.11167630578126,333.0,333.0
174.0,335.0,454.38190205980027,72.0,1.0,334.15150872877416,82.55764245986937,394.4142238929367,1.440902683608991,164.0,141.0,341.98503524438587,334.0,334.0
174.0,336.0,454.51170405394,72.0,1.0,335.1451766757044,82.55764245986937,394.5440258870765,1.440902683608991,164.0,141.0,342.97870319131613,335.0,335.0
117.0,341.0,263.6333508085545,75.0,1.0,389.16482824829984,18.000000268220898,246.9652562423746,0.3141592700403172,134.0,122.0,440.4639476735821,340.0,340.0
117.0,342.0,282.7833371210859,75.0,1.0,395.3870360829438,18.000000268220898,266.115242554906,0.3141592700403172,134.0,122.0,446.686155508226,341.0,341.0
117.0,343.0,299.06082548673754,75.0,1.0,400.6759127423911,18.000000268220898,282.39273092055765,0.3141592700403172,134.0,122.0,451.97503216767336,342.0,342.0
144.0,344.0,364.31579275867233,76.0,1.0,257.18779602039194,31.96381777524948,353.0670627014752,0.5578738616855923,159.0,102.0,275.2148490158377,343.0,343.0
144.0,345.0,381.4126722829416,76.0,1.0,267.85610562360387,31.96381777524948,370.1639422257446,0.5578738616855923,159.0,102.0,285.8831586190496,344.0,344.0
144.0,346.0,398.509551807211,76.0,1.0,278.5244152268158,31.96381777524948,387.260821750014,0.5578738616855923,159.0,102.0,296.55146822226163,345.0,345.0
144.0,347.0,402.7837716882784,76.0,1.0,281.1914926276188,31.96381777524948,391.5350416310813,0.5578738616855923,159.0,102.0,299.2185456230646,346.0,346.0
176.0,361.0,233.8773847382301,81.0,1.0,63.00956041531002,66.77769184112549,126.47779079368053,1.1654905895097938,163.0,123.0,109.09059111618429,360.0,360.0
176.0,362.0,240.2174123344261,81.0,1.0,77.78606126766122,66.77769184112549,132.81781838987652,1.1654905895097938,163.0,123.0,123.86709196853546,361.0,361.0
150.0,368.0,565.2837337165251,84.0,1.0,306.2226798668528,143.61665010452268,552.6793060871622,2.50658340500858,147.0,124.0,289.116044553722,367.0,367.0
113.0,369.0,159.08104825390024,85.0,1.0,34.45410956267277,154.21131134033203,148.41451180854432,2.6914951267068643,107.0,81.0,12.378197932935716,368.0,368.0
113.0,370.0,142.85264983200287,85.0,1.0,42.29527173618649,154.21131134033203,132.1861133866469,2.6914951267068643,107.0,81.0,20.21936010644943,369.0,369.0
150.0,374.0,57.79192380917447,87.0,1.0,305.7879563810579,87.40555822849274,29.217183038285388,1.5255147756308205,156.0,149.0,307.08275004472364,373.0,373.0
150.0,375.0,58.34251170328611,87.0,1.0,317.93885485030745,87.40555822849274,29.767770932397017,1.5255147756308205,156.0,149.0,319.2336485139732,374.0,374.0
175.0,376.0,434.41416391722464,88.0,1.0,353.3288896703675,59.92189586162567,389.8599803010232,1.0458343768225324,174.0,157.0,379.1333035707052,375.0,375.0
175.0,377.0,442.05095739382216,88.0,1.0,366.5146609151423,59.92189586162567,397.4967737776208,1.0458343768225324,174.0,157.0,392.31907481548,376.0,376.0
148.0,381.0,553.0425416741443,90.0,1.0,227.34939124912023,133.5025334358215,537.0371098021149,2.330058768208904,174.0,157.0,212.1594584464608,380.0,380.0
148.0,382.0,552.3268921878184,90.0,1.0,228.1034616750039,133.5025334358215,536.3214603157886,2.330058768208904,174.0,157.0,212.9135288723444,381.0,381.0
133.0,406.0,438.7886707867781,97.0,1.0,35.0848836633171,18.000000268220898,433.2326392647181,0.3141592700403172,119.0,81.0,52.18459013841117,405.0,405.0
133.0,407.0,458.00942878785565,97.0,1.0,41.33008661387164,18.000000268220898,452.4533972657957,0.3141592700403172,119.0,81.0,58.4297930889657,406.0,406.0
133.0,408.0,467.6198077883945,97.0,1.0,44.4526880891489,18.000000268220898,462.0637762663345,0.3141592700403172,119.0,81.0,61.552394564242974,407.0,407.0
132.0,412.0,394.6431467202267,99.0,1.0,213.11796808173904,80.22186219692229,358.40075970843515,1.400135627417466,121.0,87.0,219.3638747606503,411.0,411.0
132.0,413.0,398.0459310839421,99.0,1.0,232.86290411221768,80.22186219692229,361.8035440721504,1.400135627417466,121.0,87.0,239.1088107911289,412.0,412.0
132.0,414.0,401.44871544765726,99.0,1.0,252.60784014269643,80.22186219692229,365.20632843586566,1.400135627417466,121.0,87.0,258.8537468216076,413.0,413.0
132.0,415.0,402.4695507567719,99.0,1.0,258.53132095184,80.22186219692229,366.22716374498015,1.400135627417466,121.0,87.0,264.7772276307512,414.0,414.0
138.0,93.0,230.01519665086136,11.0,1.0,342.01159644553366,18.000000268220898,212.5894614225824,0.3141592700403172,116.0,63.0,395.64249402651046,92.0,92.0
138.0,94.0,249.17371378409504,11.0,1.0,348.2365761118929,18.000000268220898,231.747978555816,0.3141592700403172,116.0,63.0,401.86747369286974,93.0,93.0
138.0,95.0,268.3322309173287,11.0,1.0,354.4615557782521,18.000000268220898,250.9064956890496,0.3141592700403172,116.0,63.0,408.09245335922895,94.0,94.0
